Window,SpillMetric,Spill_Downstream_Beta,Spill_Downstream_SD,Spill_Downstream_HDI_Lower,Spill_Downstream_HDI_Upper,Spill_Downstream_P_Positive,Spill_Tributary_Beta,Spill_Tributary_SD,Spill_Tributary_HDI_Lower,Spill_Tributary_HDI_Upper,Spill_Tributary_P_Positive,Harvest_Downstream_Beta,Harvest_Downstream_SD,Harvest_Downstream_HDI_Lower,Harvest_Downstream_HDI_Upper,Harvest_Downstream_P_Positive,Harvest_Tributary_Beta,Harvest_Tributary_SD,Harvest_Tributary_HDI_Lower,Harvest_Tributary_HDI_Upper,Harvest_Tributary_P_Positive
Fall (Aug-Nov),FallTotalSpill,-0.16843556204158028,0.18537597728946698,-0.5377902036565394,0.19752605620944613,0.17433333333333334,-0.38165158244536285,0.3222555038252853,-1.0224715521445142,0.2423975490616949,0.11108333333333334,-0.04082763363648378,0.427256245063589,-0.8712129732561127,0.7935114305032226,0.4656666666666667,-0.2518035285964233,0.588101411375991,-1.4590877985834882,0.8523222531560312,0.32925
Spring (Jan-Mar),SpringTotalSpill,-0.04012208389272945,0.23119523675844517,-0.489296019803229,0.42172761842417195,0.42333333333333334,-0.011147277725965419,0.3354584753819198,-0.6782272819759663,0.6482669505709994,0.48966666666666664,-0.052890184327374724,0.5004582488999518,-1.0506022259235106,0.9042022091670934,0.45966666666666667,-0.1518605971260027,0.6766002854358852,-1.4664127351727287,1.2088772449784715,0.40875
