TagCode,Subbasin,ReleaseSite,FirstWellsDate,LastDetectionDate,LastDetectionSite,Fate,Basin,SpillYear,WellsYear,ClassifiedZone,CorrectedFate,Rear Type Code,Harvest_Status,HarvestExposure,FallSpillHours,FallSpillDays,FallTotalSpill,SpringSpillHours,SpringSpillDays,SpringTotalSpill,ReturnedDownstream
3D9.1BF19C8F4F,Wenatchee,WENATR - Wenatchee River,2006-10-18T16:09:00Z,2006-10-18T16:11:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF19C9616,Wenatchee,WENATR - Wenatchee River,2005-08-30T16:49:00Z,2005-08-30T16:49:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2006,2005,Wells Dam,At Wells,H,Open,1,693,45,6330.4,61,9,1610.6,0
3D9.1BF19D15FC,Wenatchee,WENATR - Wenatchee River,2006-08-02T12:04:00Z,2006-08-04T08:52:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF19D2210,Wenatchee,WENATR - Wenatchee River,2006-09-29T12:03:00Z,2006-09-29T12:04:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF19D2997,Wenatchee,WENATR - Wenatchee River,2005-10-17T18:11:00Z,2005-10-17T18:20:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2006,2005,Wells Dam,At Wells,H,Open,1,693,45,6330.4,61,9,1610.6,0
3D9.1BF19D87FA,Wenatchee,WENATR - Wenatchee River,2006-10-27T17:10:00Z,2006-10-27T17:14:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF19D8DAF,Wenatchee,WENATR - Wenatchee River,2006-10-19T16:14:00Z,2006-10-19T16:16:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF19E0618,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2006-08-29T11:25:00Z,2006-08-29T11:25:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF19E167A,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2006-08-21T13:42:00Z,2006-08-21T13:42:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF19E2680,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2006-10-29T12:50:00Z,2006-10-29T13:06:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF1A7ADA9,Upper Columbia-Entiat,ENTIAR - Entiat River,2007-11-17T01:51:00Z,2007-11-17T03:38:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Entiat,2008,2007,Wells Dam,At Wells,W,Open,0,655,41,4960.4,19,10,153.3,0
3D9.1BF1AE0D73,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2006-10-01T11:43:00Z,2006-10-01T11:44:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF1AE117F,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2006-11-16T19:36:00Z,2006-11-16T19:36:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF1AE183D,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2006-09-02T14:38:00Z,2006-09-02T14:38:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF1AEC26A,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2005-10-09T23:29:00Z,2005-10-09T23:44:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2006,2005,Wells Dam,At Wells,H,Open,1,693,45,6330.4,61,9,1610.6,0
3D9.1BF1AEC78F,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2005-09-24T20:57:00Z,2005-09-24T20:57:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2006,2005,Wells Dam,At Wells,H,Open,1,693,45,6330.4,61,9,1610.6,0
3D9.1BF1AECF36,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2005-08-23T14:48:00Z,2006-04-30T16:10:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2006,2005,Wells Dam,At Wells,H,Open,1,693,45,6330.4,61,9,1610.6,0
3D9.1BF1AF29D9,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2006-09-04T17:34:00Z,2006-09-04T17:35:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF1C18A1F,Wenatchee,WENATR - Wenatchee River,2006-09-26T12:35:00Z,2006-09-26T12:35:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF1C19677,Wenatchee,WENATR - Wenatchee River,2006-09-10T04:02:00Z,2006-09-10T04:03:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF1C19BD0,Wenatchee,WENATR - Wenatchee River,2006-11-01T13:08:00Z,2006-11-01T13:10:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF1C1AEC2,Wenatchee,WENATR - Wenatchee River,2006-09-30T10:52:00Z,2006-09-30T10:53:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF1C1B4B1,Wenatchee,WENATR - Wenatchee River,2005-09-23T14:58:00Z,2005-09-23T15:00:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2006,2005,Wells Dam,At Wells,H,Open,1,693,45,6330.4,61,9,1610.6,0
3D9.1BF1C1D211,Wenatchee,WENATR - Wenatchee River,2005-09-23T10:26:00Z,2005-09-23T10:30:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2006,2005,Wells Dam,At Wells,H,Open,1,693,45,6330.4,61,9,1610.6,0
3D9.1BF1C1DA1E,Wenatchee,WENATR - Wenatchee River,2006-11-09T16:53:00Z,2006-11-09T16:56:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF1C1E1F0,Wenatchee,WENATR - Wenatchee River,2005-09-03T14:40:00Z,2005-09-03T14:41:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2006,2005,Wells Dam,At Wells,H,Open,1,693,45,6330.4,61,9,1610.6,0
3D9.1BF1C1E508,Wenatchee,WENATR - Wenatchee River,2006-04-01T04:59:00Z,2006-04-01T05:00:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2006,2006,Wells Dam,At Wells,H,Open,1,693,45,6330.4,61,9,1610.6,0
3D9.1BF1C1FD15,Wenatchee,WENATR - Wenatchee River,2005-09-22T08:07:00Z,2005-09-22T08:14:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2006,2005,Wells Dam,At Wells,H,Open,1,693,45,6330.4,61,9,1610.6,0
3D9.1BF1C1FDC2,Wenatchee,WENATR - Wenatchee River,2005-09-15T17:43:00Z,2005-09-15T17:43:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2006,2005,Wells Dam,At Wells,H,Open,1,693,45,6330.4,61,9,1610.6,0
3D9.1BF1C20E38,Wenatchee,WENATR - Wenatchee River,2005-10-06T15:36:00Z,2005-10-06T15:39:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2006,2005,Wells Dam,At Wells,H,Open,1,693,45,6330.4,61,9,1610.6,0
3D9.1BF1C21F2F,Wenatchee,WENATR - Wenatchee River,2006-10-12T16:42:00Z,2006-10-12T16:44:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF1C225CF,Wenatchee,WENATR - Wenatchee River,2005-10-07T19:20:00Z,2005-10-07T19:23:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2006,2005,Wells Dam,At Wells,H,Open,1,693,45,6330.4,61,9,1610.6,0
3D9.1BF1C23A79,Wenatchee,WENATR - Wenatchee River,2005-09-23T11:41:00Z,2005-09-23T11:42:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2006,2005,Wells Dam,At Wells,H,Open,1,693,45,6330.4,61,9,1610.6,0
3D9.1BF1C24044,Wenatchee,WENATR - Wenatchee River,2005-10-18T22:45:00Z,2005-10-18T22:49:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2006,2005,Wells Dam,At Wells,H,Open,1,693,45,6330.4,61,9,1610.6,0
3D9.1BF1C242B2,Wenatchee,WENATR - Wenatchee River,2005-07-20T18:40:00Z,2005-07-20T18:42:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2006,2005,Wells Dam,At Wells,H,Open,1,693,45,6330.4,61,9,1610.6,0
3D9.1BF1C246CD,Wenatchee,WENATR - Wenatchee River,2006-09-12T18:01:00Z,2007-04-04T15:20:00Z,RRF - Rocky Reach Fishway,Downstream,Wenatchee,2007,2006,Below,Downstream,H,Open,1,632,33,4682.1,193,26,6309.6,1
3D9.1BF1C24851,Wenatchee,WENATR - Wenatchee River,2005-09-20T12:01:00Z,2005-09-20T12:01:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2006,2005,Wells Dam,At Wells,H,Open,1,693,45,6330.4,61,9,1610.6,0
3D9.1BF1C24DC9,Wenatchee,WENATR - Wenatchee River,2005-09-22T03:32:00Z,2005-09-22T03:34:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2006,2005,Wells Dam,At Wells,H,Open,1,693,45,6330.4,61,9,1610.6,0
3D9.1BF1C25FD5,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2006-09-26T08:59:00Z,2006-09-26T09:00:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF1C273B6,Wenatchee,WENATR - Wenatchee River,2006-09-22T04:43:00Z,2006-09-22T04:44:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF1C2751D,Wenatchee,WENATR - Wenatchee River,2005-09-27T17:15:00Z,2005-09-27T17:16:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2006,2005,Wells Dam,At Wells,H,Open,1,693,45,6330.4,61,9,1610.6,0
3D9.1BF1C27908,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2006-11-14T16:46:00Z,2006-11-14T16:46:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF1C2A04B,Wenatchee,WENATR - Wenatchee River,2006-09-13T18:47:00Z,2006-09-13T18:48:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF1C2A63D,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2005-10-19T15:25:00Z,2006-04-26T17:46:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2006,2005,Wells Dam,At Wells,H,Open,1,693,45,6330.4,61,9,1610.6,0
3D9.1BF1C2AFE7,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2006-04-01T14:47:00Z,2006-05-04T15:29:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2006,2006,Wells Dam,At Wells,H,Open,1,693,45,6330.4,61,9,1610.6,0
3D9.1BF1C2B040,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2005-10-07T15:52:00Z,2005-10-07T15:52:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2006,2005,Wells Dam,At Wells,H,Open,1,693,45,6330.4,61,9,1610.6,0
3D9.1BF1C2B622,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2006-10-03T17:17:00Z,2007-05-05T10:42:00Z,RRF - Rocky Reach Fishway,Downstream,Wenatchee,2007,2006,Below,Downstream,H,Open,1,632,33,4682.1,193,26,6309.6,1
3D9.1BF1C2C327,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2005-09-16T18:33:00Z,2005-09-16T18:35:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2006,2005,Wells Dam,At Wells,H,Open,1,693,45,6330.4,61,9,1610.6,0
3D9.1BF1C2EC50,Wenatchee,WENATR - Wenatchee River,2005-07-27T16:35:00Z,2005-07-27T16:36:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2006,2005,Wells Dam,At Wells,H,Open,1,693,45,6330.4,61,9,1610.6,0
3D9.1BF1CD76EE,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2006-10-01T10:42:00Z,2006-10-01T11:45:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF1CD7F1F,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2006-09-25T21:51:00Z,2006-09-25T21:53:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF1CD8AC8,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2006-09-26T20:39:00Z,2006-09-26T20:40:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF1CD9335,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2005-08-26T06:03:00Z,2005-08-26T06:18:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2006,2005,Wells Dam,At Wells,H,Open,1,693,45,6330.4,61,9,1610.6,0
3D9.1BF1CD9C7F,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2006-09-19T19:12:00Z,2006-11-22T14:17:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF1CD9FC5,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2006-06-08T05:56:00Z,2006-06-08T16:47:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF1CDAB8F,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2005-10-26T15:59:00Z,2005-10-26T16:21:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2006,2005,Wells Dam,At Wells,H,Open,1,693,45,6330.4,61,9,1610.6,0
3D9.1BF1CDADC1,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2005-11-04T16:16:00Z,2005-11-04T16:31:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2006,2005,Wells Dam,At Wells,H,Open,1,693,45,6330.4,61,9,1610.6,0
3D9.1BF1CDAED2,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2005-10-18T18:46:00Z,2005-10-18T18:47:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2006,2005,Wells Dam,At Wells,H,Open,1,693,45,6330.4,61,9,1610.6,0
3D9.1BF1D62CFF,Wenatchee,WENATR - Wenatchee River,2005-10-13T17:24:00Z,2005-10-13T17:27:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2006,2005,Wells Dam,At Wells,H,Open,1,693,45,6330.4,61,9,1610.6,0
3D9.1BF1F8679B,Upper Columbia-Entiat,ENTIAR - Entiat River,2007-09-28T15:31:00Z,2008-04-29T17:43:00Z,"MAD - Mad River, Entiat River Basin",Downstream,Entiat,2008,2007,Below,Downstream,W,Open,0,655,41,4960.4,19,10,153.3,1
3D9.1BF2011E3B,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-08-24T17:57:00Z,2010-05-02T21:07:00Z,RRJ - Rocky Reach Dam Juvenile,Downstream,Wenatchee,2010,2009,Below,Downstream,W,Open,0,626,28,3865.5,1,2,1.4,1
3D9.1BF201A1D0,Upper Columbia-Entiat,ENTIAR - Entiat River,2008-09-09T19:24:00Z,2009-04-17T21:58:00Z,ENM - Middle Entiat River,Downstream,Entiat,2009,2008,Below,Downstream,W,Open,0,644,37,5951,30,14,256.3,1
3D9.1BF201A551,Upper Columbia-Entiat,ENTIAR - Entiat River,2007-08-22T20:40:00Z,2008-04-13T21:21:00Z,ENL - Lower Entiat River,Downstream,Entiat,2008,2007,Below,Downstream,W,Open,0,655,41,4960.4,19,10,153.3,1
3D9.1BF201C3E5,Upper Columbia-Entiat,ENTIAR - Entiat River,2008-09-21T09:08:00Z,2008-09-21T09:09:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Entiat,2009,2008,Wells Dam,At Wells,W,Open,0,644,37,5951,30,14,256.3,0
3D9.1BF201FC03,Upper Columbia-Entiat,ENTIAR - Entiat River,2008-08-19T17:15:00Z,2009-04-17T22:33:00Z,ENL - Lower Entiat River,Downstream,Entiat,2009,2008,Below,Downstream,W,Open,0,644,37,5951,30,14,256.3,1
3D9.1BF206F688,Wenatchee,WENATR - Wenatchee River,2007-10-02T10:53:00Z,2007-10-02T11:07:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2008,2007,Wells Dam,At Wells,H,Open,1,655,41,4960.4,19,10,153.3,0
3D9.1BF206FDF3,Wenatchee,WENATR - Wenatchee River,2006-09-02T19:19:00Z,2006-09-02T19:33:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF20706AC,Wenatchee,WENATR - Wenatchee River,2006-10-02T06:37:00Z,2006-10-02T06:37:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF20706F2,Wenatchee,WENATR - Wenatchee River,2006-11-09T15:08:00Z,2006-11-15T09:15:00Z,RRF - Rocky Reach Fishway,Downstream,Wenatchee,2007,2006,Below,Downstream,H,Open,1,632,33,4682.1,193,26,6309.6,1
3D9.1BF207158C,Wenatchee,WENATR - Wenatchee River,2007-07-25T14:13:00Z,2007-07-25T14:14:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2008,2007,Wells Dam,At Wells,H,Open,1,655,41,4960.4,19,10,153.3,0
3D9.1BF2071810,Wenatchee,WENATR - Wenatchee River,2006-09-10T07:07:00Z,2006-09-10T07:09:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF20720FE,Wenatchee,WENATR - Wenatchee River,2006-09-22T11:36:00Z,2006-09-22T11:36:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF2072156,Wenatchee,WENATR - Wenatchee River,2006-09-30T15:39:00Z,2006-09-30T15:39:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF20725C2,Wenatchee,WENATR - Wenatchee River,2006-09-27T18:04:00Z,2006-09-27T18:05:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF20731C8,Wenatchee,WENATR - Wenatchee River,2006-09-24T12:03:00Z,2006-11-15T14:26:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF2074F03,Wenatchee,WENATR - Wenatchee River,2006-08-31T15:14:00Z,2006-08-31T15:15:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF207531D,Wenatchee,WENATR - Wenatchee River,2006-09-12T19:42:00Z,2006-09-12T19:42:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF2075854,Wenatchee,WENATR - Wenatchee River,2006-09-30T13:24:00Z,2006-09-30T13:26:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF2075984,Wenatchee,WENATR - Wenatchee River,2006-09-13T14:12:00Z,2006-09-13T14:12:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF20767A7,Wenatchee,WENATR - Wenatchee River,2006-09-13T18:08:00Z,2006-09-13T18:09:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF2077179,Wenatchee,WENATR - Wenatchee River,2007-09-02T04:37:00Z,2007-09-02T04:38:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2008,2007,Wells Dam,At Wells,H,Open,1,655,41,4960.4,19,10,153.3,0
3D9.1BF2077B58,Wenatchee,WENATR - Wenatchee River,2006-09-16T16:38:00Z,2006-09-16T16:39:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF207B979,Wenatchee,WENATR - Wenatchee River,2006-08-29T16:15:00Z,2006-08-29T16:16:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF207BAE8,Wenatchee,WENATR - Wenatchee River,2006-08-14T21:31:00Z,2006-08-14T21:33:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF208847C,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2006-09-27T10:10:00Z,2007-04-09T16:21:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF208959D,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2006-07-25T09:06:00Z,2006-07-25T09:06:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF208A206,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2006-11-11T10:13:00Z,2006-11-11T10:15:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF208A34D,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2007-08-17T16:22:00Z,2007-08-17T16:27:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2008,2007,Wells Dam,At Wells,H,Open,1,655,41,4960.4,19,10,153.3,0
3D9.1BF208A969,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2006-09-18T18:55:00Z,2006-09-18T18:56:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF208AB47,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2006-09-05T05:58:00Z,2006-09-05T06:06:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF208BADB,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2007-09-03T14:29:00Z,2007-09-03T14:30:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2008,2007,Wells Dam,At Wells,H,Open,1,655,41,4960.4,19,10,153.3,0
3D9.1BF208BC86,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2006-09-20T09:23:00Z,2006-09-20T09:24:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF208CF7B,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2006-11-12T12:32:00Z,2006-11-12T12:37:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
