STN,DATE,HR,TEMP AT SENSOR (C),TDG%,SPILL (KCFS),TOTAL FLOW (KCFS),FB ELEV (FT),TW ELEV (FT),Station,FileMonth,DateTime,Date
WEL,2024-09-24,9,19.2,102.6,0,49.4,778.3,706.7,WEL,Sep2024,2024-09-24T09:00:00Z,2024-09-24
WEL,2024-09-24,10,19.2,102.7,0,37.7,778.7,707.3,WEL,Sep2024,2024-09-24T10:00:00Z,2024-09-24
WEL,2024-09-24,11,19.3,103,0,52.8,778.6,707.8,WEL,Sep2024,2024-09-24T11:00:00Z,2024-09-24
WEL,2024-09-24,12,19.3,103.3,0,57.8,778.7,707.8,WEL,Sep2024,2024-09-24T12:00:00Z,2024-09-24
WEL,2024-09-24,13,19.4,103.5,0,49,778.7,707.2,WEL,Sep2024,2024-09-24T13:00:00Z,2024-09-24
WEL,2024-09-24,14,19.5,103.9,0,49.5,778.8,707.4,WEL,Sep2024,2024-09-24T14:00:00Z,2024-09-24
WEL,2024-09-24,15,19.7,104.4,0,61.7,779.2,708.2,WEL,Sep2024,2024-09-24T15:00:00Z,2024-09-24
WEL,2024-09-24,16,19.8,105,0,68.3,779.4,708.5,WEL,Sep2024,2024-09-24T16:00:00Z,2024-09-24
WEL,2024-09-24,17,19.7,105.3,0,66.4,779.7,708.5,WEL,Sep2024,2024-09-24T17:00:00Z,2024-09-24
WEL,2024-09-24,18,19.9,105.6,0,85.6,779.1,711.7,WEL,Sep2024,2024-09-24T18:00:00Z,2024-09-24
WEL,2024-09-24,19,19.6,105,0,95,779.8,710.2,WEL,Sep2024,2024-09-24T19:00:00Z,2024-09-24
WEL,2024-09-24,20,19.5,104.5,0,94.6,779.4,710.1,WEL,Sep2024,2024-09-24T20:00:00Z,2024-09-24
WEL,2024-09-24,21,19.5,104.4,0,88.1,779.6,709.4,WEL,Sep2024,2024-09-24T21:00:00Z,2024-09-24
WEL,2024-09-24,22,19.5,104.2,0,96.2,779.5,709.4,WEL,Sep2024,2024-09-24T22:00:00Z,2024-09-24
WEL,2024-09-24,23,19.4,104.2,0,78.8,779.5,708.1,WEL,Sep2024,2024-09-24T23:00:00Z,2024-09-24
WEL,2024-09-24,24,19.4,104.1,0,75.4,779.3,708.3,WEL,Sep2024,2024-09-25T00:00:00Z,2024-09-25
WEL,2024-09-25,1,19.4,104.1,0,95.1,778.9,709.8,WEL,Sep2024,2024-09-25T01:00:00Z,2024-09-25
WEL,2024-09-25,2,19.4,104.2,0,84.2,779.1,709.3,WEL,Sep2024,2024-09-25T02:00:00Z,2024-09-25
WEL,2024-09-25,3,19.4,104.4,0,67.8,778.7,708,WEL,Sep2024,2024-09-25T03:00:00Z,2024-09-25
WEL,2024-09-25,4,19.4,104.4,0,66.1,778.6,708.2,WEL,Sep2024,2024-09-25T04:00:00Z,2024-09-25
WEL,2024-09-25,5,19.4,104.2,0,72.2,778.1,708.9,WEL,Sep2024,2024-09-25T05:00:00Z,2024-09-25
WEL,2024-09-25,6,19.4,104.2,0,89.7,777.6,711.1,WEL,Sep2024,2024-09-25T06:00:00Z,2024-09-25
WEL,2024-09-25,7,19.4,104.2,0,94.9,777.5,710.5,WEL,Sep2024,2024-09-25T07:00:00Z,2024-09-25
WEL,2024-09-25,8,19.4,104.1,0,66.2,777.5,708.6,WEL,Sep2024,2024-09-25T08:00:00Z,2024-09-25
WEL,2024-09-25,9,19.4,104.1,0,69.3,776.9,709.8,WEL,Sep2024,2024-09-25T09:00:00Z,2024-09-25
WEL,2024-09-25,10,19.4,104.2,0,104,776.6,713.2,WEL,Sep2024,2024-09-25T10:00:00Z,2024-09-25
WEL,2024-09-25,11,19.4,104.4,0,134,776.2,714,WEL,Sep2024,2024-09-25T11:00:00Z,2024-09-25
WEL,2024-09-25,12,19.4,104.7,0,133.6,775.6,713.8,WEL,Sep2024,2024-09-25T12:00:00Z,2024-09-25
WEL,2024-09-25,13,19.4,104.7,0,95.5,776.1,709.5,WEL,Sep2024,2024-09-25T13:00:00Z,2024-09-25
WEL,2024-09-25,14,19.4,104.8,0,70.7,775.4,709.2,WEL,Sep2024,2024-09-25T14:00:00Z,2024-09-25
WEL,2024-09-25,15,19.5,104.7,0,65.1,776.1,708.4,WEL,Sep2024,2024-09-25T15:00:00Z,2024-09-25
WEL,2024-09-25,16,19.4,104.2,0,40.7,775.8,707.4,WEL,Sep2024,2024-09-25T16:00:00Z,2024-09-25
WEL,2024-09-25,17,19.4,104.1,0,43.9,776.1,707.2,WEL,Sep2024,2024-09-25T17:00:00Z,2024-09-25
WEL,2024-09-25,18,19.4,104,0,61.6,776.1,709.4,WEL,Sep2024,2024-09-25T18:00:00Z,2024-09-25
WEL,2024-09-25,19,19.4,104,0,56.9,776.5,707.3,WEL,Sep2024,2024-09-25T19:00:00Z,2024-09-25
WEL,2024-09-25,20,19.4,103.8,0,45.9,776.4,706.6,WEL,Sep2024,2024-09-25T20:00:00Z,2024-09-25
WEL,2024-09-25,21,19.4,103.7,0,41.9,776.4,706,WEL,Sep2024,2024-09-25T21:00:00Z,2024-09-25
WEL,2024-09-25,22,19.4,103.5,0,36.3,776.5,705.6,WEL,Sep2024,2024-09-25T22:00:00Z,2024-09-25
WEL,2024-09-25,23,19.4,103.3,0,23.2,776.5,705.1,WEL,Sep2024,2024-09-25T23:00:00Z,2024-09-25
WEL,2024-09-25,24,19.3,103.1,0,28,776.7,705.4,WEL,Sep2024,2024-09-26T00:00:00Z,2024-09-26
WEL,2024-09-26,1,19.3,102.8,0,25.7,776.8,705.7,WEL,Sep2024,2024-09-26T01:00:00Z,2024-09-26
WEL,2024-09-26,2,19.3,102.7,0,24.9,776.8,705.2,WEL,Sep2024,2024-09-26T02:00:00Z,2024-09-26
WEL,2024-09-26,3,19.3,102.6,0,24.9,777.1,705.6,WEL,Sep2024,2024-09-26T03:00:00Z,2024-09-26
WEL,2024-09-26,4,19.3,102.4,0,24.9,777.1,705.4,WEL,Sep2024,2024-09-26T04:00:00Z,2024-09-26
WEL,2024-09-26,5,19.3,102.3,0,24.9,777.3,705.5,WEL,Sep2024,2024-09-26T05:00:00Z,2024-09-26
WEL,2024-09-26,6,19.3,102,0,25.2,777.3,705.8,WEL,Sep2024,2024-09-26T06:00:00Z,2024-09-26
WEL,2024-09-26,7,19.3,101.9,0,40,777.3,706.7,WEL,Sep2024,2024-09-26T07:00:00Z,2024-09-26
WEL,2024-09-26,8,19.2,101.9,0,43.9,777.5,706.5,WEL,Sep2024,2024-09-26T08:00:00Z,2024-09-26
WEL,2024-09-26,9,19.2,101.9,0,42.6,777.7,706,WEL,Sep2024,2024-09-26T09:00:00Z,2024-09-26
WEL,2024-09-26,10,19.2,101.9,0,50.2,777.6,706.8,WEL,Sep2024,2024-09-26T10:00:00Z,2024-09-26
WEL,2024-09-26,11,19.3,102.2,0,45.7,777.8,707.1,WEL,Sep2024,2024-09-26T11:00:00Z,2024-09-26
WEL,2024-09-26,12,19.3,102.3,0,48.5,777.5,707.1,WEL,Sep2024,2024-09-26T12:00:00Z,2024-09-26
WEL,2024-09-26,13,19.4,102.6,0,49.4,777.6,707.3,WEL,Sep2024,2024-09-26T13:00:00Z,2024-09-26
WEL,2024-09-26,14,19.4,102.4,0,57.2,777.5,707.5,WEL,Sep2024,2024-09-26T14:00:00Z,2024-09-26
WEL,2024-09-26,15,19.4,102.6,0,51.5,777.7,707.2,WEL,Sep2024,2024-09-26T15:00:00Z,2024-09-26
WEL,2024-09-26,16,19.4,102.8,0,51.8,777.5,707.4,WEL,Sep2024,2024-09-26T16:00:00Z,2024-09-26
WEL,2024-09-26,17,19.3,102.8,0,64.5,777.4,708.1,WEL,Sep2024,2024-09-26T17:00:00Z,2024-09-26
WEL,2024-09-26,18,19.3,102.8,0,76.7,777,709.8,WEL,Sep2024,2024-09-26T18:00:00Z,2024-09-26
WEL,2024-09-26,19,19.3,102.7,0,74,777.3,709.2,WEL,Sep2024,2024-09-26T19:00:00Z,2024-09-26
WEL,2024-09-26,20,19.2,102.4,0,91.8,777.3,709.9,WEL,Sep2024,2024-09-26T20:00:00Z,2024-09-26
WEL,2024-09-26,21,19.2,102,0,74.1,777.5,708.4,WEL,Sep2024,2024-09-26T21:00:00Z,2024-09-26
WEL,2024-09-26,22,19.1,101.9,0,69.4,777.4,708,WEL,Sep2024,2024-09-26T22:00:00Z,2024-09-26
WEL,2024-09-26,23,19.1,101.8,0,65,777.7,707.7,WEL,Sep2024,2024-09-26T23:00:00Z,2024-09-26
WEL,2024-09-26,24,19.1,101.8,0,24.2,777.7,705.6,WEL,Sep2024,2024-09-27T00:00:00Z,2024-09-27
WEL,2024-09-27,1,19.1,101.5,0,50,777.4,707,WEL,Sep2024,2024-09-27T01:00:00Z,2024-09-27
WEL,2024-09-27,2,19.1,101.5,0,20,778.1,706.1,WEL,Sep2024,2024-09-27T02:00:00Z,2024-09-27
WEL,2024-09-27,3,19,101.5,0,13.6,777.3,705,WEL,Sep2024,2024-09-27T03:00:00Z,2024-09-27
WEL,2024-09-27,4,19,101.3,0,24.4,778.2,706.4,WEL,Sep2024,2024-09-27T04:00:00Z,2024-09-27
WEL,2024-09-27,5,19,101.2,0,24.7,777.7,706,WEL,Sep2024,2024-09-27T05:00:00Z,2024-09-27
WEL,2024-09-27,6,19,101.1,0,25.5,778.1,706.1,WEL,Sep2024,2024-09-27T06:00:00Z,2024-09-27
WEL,2024-09-27,7,19,101.1,0,43.7,777.8,707,WEL,Sep2024,2024-09-27T07:00:00Z,2024-09-27
WEL,2024-09-27,8,18.9,100.9,0,32.7,778.5,705.9,WEL,Sep2024,2024-09-27T08:00:00Z,2024-09-27
WEL,2024-09-27,9,18.9,100.9,0,30,778.2,705.4,WEL,Sep2024,2024-09-27T09:00:00Z,2024-09-27
WEL,2024-09-27,10,18.9,101.1,0,33.2,778.3,706.4,WEL,Sep2024,2024-09-27T10:00:00Z,2024-09-27
WEL,2024-09-27,11,19,101.3,0,33.6,778.6,706,WEL,Sep2024,2024-09-27T11:00:00Z,2024-09-27
WEL,2024-09-27,12,19,101.5,0,31.8,778.7,705.5,WEL,Sep2024,2024-09-27T12:00:00Z,2024-09-27
WEL,2024-09-27,13,19.1,101.5,0,32.5,778.9,705.9,WEL,Sep2024,2024-09-27T13:00:00Z,2024-09-27
WEL,2024-09-27,14,18.9,101.2,0,34.5,778.9,706.1,WEL,Sep2024,2024-09-27T14:00:00Z,2024-09-27
WEL,2024-09-27,15,18.9,101.1,0,44.2,778.9,706.9,WEL,Sep2024,2024-09-27T15:00:00Z,2024-09-27
WEL,2024-09-27,16,19.1,101.8,0,55.6,778.9,707.6,WEL,Sep2024,2024-09-27T16:00:00Z,2024-09-27
WEL,2024-09-27,17,19,101.5,0,55.9,779,707.5,WEL,Sep2024,2024-09-27T17:00:00Z,2024-09-27
WEL,2024-09-27,18,19,101.8,0,83,778.6,710.4,WEL,Sep2024,2024-09-27T18:00:00Z,2024-09-27
WEL,2024-09-27,19,19,101.9,0,71.7,779.6,708.3,WEL,Sep2024,2024-09-27T19:00:00Z,2024-09-27
WEL,2024-09-27,20,19,101.8,0,69.9,779,708.2,WEL,Sep2024,2024-09-27T20:00:00Z,2024-09-27
WEL,2024-09-27,21,18.9,101.5,0,85.6,779.1,709.2,WEL,Sep2024,2024-09-27T21:00:00Z,2024-09-27
WEL,2024-09-27,22,18.9,101.1,0,90.5,778.6,710,WEL,Sep2024,2024-09-27T22:00:00Z,2024-09-27
WEL,2024-09-27,23,18.8,100.9,0,114.3,778.4,711.7,WEL,Sep2024,2024-09-27T23:00:00Z,2024-09-27
WEL,2024-09-27,24,18.8,100.9,0,95.5,777.9,710.4,WEL,Sep2024,2024-09-28T00:00:00Z,2024-09-28
WEL,2024-09-28,1,18.8,100.8,0,68.7,777.5,708.7,WEL,Sep2024,2024-09-28T01:00:00Z,2024-09-28
WEL,2024-09-28,2,18.7,100.7,0,53.6,777.5,707.4,WEL,Sep2024,2024-09-28T02:00:00Z,2024-09-28
WEL,2024-09-28,3,18.7,100.7,0,49.4,777.3,707.1,WEL,Sep2024,2024-09-28T03:00:00Z,2024-09-28
WEL,2024-09-28,4,18.7,100.5,0,52.4,777.3,707,WEL,Sep2024,2024-09-28T04:00:00Z,2024-09-28
WEL,2024-09-28,5,18.7,100.7,0,49,777.2,707.2,WEL,Sep2024,2024-09-28T05:00:00Z,2024-09-28
WEL,2024-09-28,6,18.7,100.7,0,49.2,776.9,707.9,WEL,Sep2024,2024-09-28T06:00:00Z,2024-09-28
WEL,2024-09-28,7,18.6,100.8,0,63.4,776.5,709.5,WEL,Sep2024,2024-09-28T07:00:00Z,2024-09-28
WEL,2024-09-28,8,18.7,100.8,0,69.6,776.9,708.6,WEL,Sep2024,2024-09-28T08:00:00Z,2024-09-28
WEL,2024-09-28,9,18.6,100.8,0,43.7,776.9,706.6,WEL,Sep2024,2024-09-28T09:00:00Z,2024-09-28
WEL,2024-09-28,10,18.7,101.2,0,27.7,777.1,706,WEL,Sep2024,2024-09-28T10:00:00Z,2024-09-28
WEL,2024-09-28,11,18.7,101.4,0,26,777.3,706.1,WEL,Sep2024,2024-09-28T11:00:00Z,2024-09-28
WEL,2024-09-28,12,18.8,101.9,0,31.1,777.4,706.1,WEL,Sep2024,2024-09-28T12:00:00Z,2024-09-28
WEL,2024-09-28,13,18.8,102.3,0,37.5,777.8,706,WEL,Sep2024,2024-09-28T13:00:00Z,2024-09-28
WEL,2024-09-28,14,19,102.9,0,35.9,778.2,706,WEL,Sep2024,2024-09-28T14:00:00Z,2024-09-28
WEL,2024-09-28,15,19,103.1,0,37.4,778.4,706.1,WEL,Sep2024,2024-09-28T15:00:00Z,2024-09-28
WEL,2024-09-28,16,19,103.4,0,37.7,778.8,706.1,WEL,Sep2024,2024-09-28T16:00:00Z,2024-09-28
WEL,2024-09-28,17,19.1,103.8,0,38.3,778.9,705.8,WEL,Sep2024,2024-09-28T17:00:00Z,2024-09-28
WEL,2024-09-28,18,19.1,104.1,0,64.1,778.8,709,WEL,Sep2024,2024-09-28T18:00:00Z,2024-09-28
WEL,2024-09-28,19,19,103.5,0,58.7,779.8,706.8,WEL,Sep2024,2024-09-28T19:00:00Z,2024-09-28
WEL,2024-09-28,20,19,103.4,0,50.5,779.3,706.1,WEL,Sep2024,2024-09-28T20:00:00Z,2024-09-28
WEL,2024-09-28,21,18.9,103.1,0,71.5,779.3,708.1,WEL,Sep2024,2024-09-28T21:00:00Z,2024-09-28
WEL,2024-09-28,22,18.8,102.9,0,59.2,779.3,707.4,WEL,Sep2024,2024-09-28T22:00:00Z,2024-09-28
WEL,2024-09-28,23,18.9,103.1,0,72.2,779.6,707.6,WEL,Sep2024,2024-09-28T23:00:00Z,2024-09-28
WEL,2024-09-28,24,18.8,103,0,44.3,779.7,706,WEL,Sep2024,2024-09-29T00:00:00Z,2024-09-29
WEL,2024-09-29,1,18.8,102.7,0,23.6,779.6,705.5,WEL,Sep2024,2024-09-29T01:00:00Z,2024-09-29
WEL,2024-09-29,2,18.7,102.4,0,23.3,780,705.8,WEL,Sep2024,2024-09-29T02:00:00Z,2024-09-29
WEL,2024-09-29,3,18.7,102.3,0,23,780.1,705.5,WEL,Sep2024,2024-09-29T03:00:00Z,2024-09-29
WEL,2024-09-29,4,18.7,102,0,22.9,780.3,705.2,WEL,Sep2024,2024-09-29T04:00:00Z,2024-09-29
WEL,2024-09-29,5,18.7,101.9,0,22.8,780.3,705.6,WEL,Sep2024,2024-09-29T05:00:00Z,2024-09-29
WEL,2024-09-29,6,18.7,101.8,0,61.2,780,708.1,WEL,Sep2024,2024-09-29T06:00:00Z,2024-09-29
WEL,2024-09-29,7,18.7,101.6,0,69.8,780.1,708.8,WEL,Sep2024,2024-09-29T07:00:00Z,2024-09-29
WEL,2024-09-29,8,18.7,101.5,0,67,779.7,707.7,WEL,Sep2024,2024-09-29T08:00:00Z,2024-09-29
WEL,2024-09-29,9,18.7,101.5,0,71.3,779.2,709.2,WEL,Sep2024,2024-09-29T09:00:00Z,2024-09-29
WEL,2024-09-29,10,18.7,101.6,0,75.2,778.8,709.6,WEL,Sep2024,2024-09-29T10:00:00Z,2024-09-29
WEL,2024-09-29,11,18.8,101.8,0,75.9,778.7,709.1,WEL,Sep2024,2024-09-29T11:00:00Z,2024-09-29
WEL,2024-09-29,12,18.8,101.9,0,47.9,778.7,707.5,WEL,Sep2024,2024-09-29T12:00:00Z,2024-09-29
WEL,2024-09-29,13,18.8,101.9,0,25.9,778.5,706.4,WEL,Sep2024,2024-09-29T13:00:00Z,2024-09-29
WEL,2024-09-29,14,18.8,102,0,31.7,778.6,706.5,WEL,Sep2024,2024-09-29T14:00:00Z,2024-09-29
WEL,2024-09-29,15,18.8,102.2,0,31.9,778.6,706.3,WEL,Sep2024,2024-09-29T15:00:00Z,2024-09-29
WEL,2024-09-29,16,18.8,102,0,33,778.8,706.4,WEL,Sep2024,2024-09-29T16:00:00Z,2024-09-29
WEL,2024-09-29,17,18.8,101.9,0,34.8,778.6,707.7,WEL,Sep2024,2024-09-29T17:00:00Z,2024-09-29
WEL,2024-09-29,18,18.9,102,0,54.6,778.3,710.8,WEL,Sep2024,2024-09-29T18:00:00Z,2024-09-29
WEL,2024-09-29,19,18.9,101.7,0,55.5,779.6,707.7,WEL,Sep2024,2024-09-29T19:00:00Z,2024-09-29
WEL,2024-09-29,20,18.8,101.6,0,55.2,778.8,706.9,WEL,Sep2024,2024-09-29T20:00:00Z,2024-09-29
WEL,2024-09-29,21,18.8,101.3,0,26,779.8,705.4,WEL,Sep2024,2024-09-29T21:00:00Z,2024-09-29
WEL,2024-09-29,22,18.8,101.1,0,25.4,779.6,705.4,WEL,Sep2024,2024-09-29T22:00:00Z,2024-09-29
WEL,2024-09-29,23,18.8,100.8,0,23.5,779.9,706,WEL,Sep2024,2024-09-29T23:00:00Z,2024-09-29
WEL,2024-09-29,24,18.8,100.7,0,45.1,779.7,706.7,WEL,Sep2024,2024-09-30T00:00:00Z,2024-09-30
WEL,2024-09-30,1,18.8,100.7,0,49.3,779.9,707.6,WEL,Sep2024,2024-09-30T01:00:00Z,2024-09-30
WEL,2024-09-30,2,18.8,100.7,0,58.6,779.5,708,WEL,Sep2024,2024-09-30T02:00:00Z,2024-09-30
WEL,2024-09-30,3,18.8,100.7,0,47.9,779.9,706.8,WEL,Sep2024,2024-09-30T03:00:00Z,2024-09-30
WEL,2024-09-30,4,18.8,100.4,0,44.8,779.3,707.4,WEL,Sep2024,2024-09-30T04:00:00Z,2024-09-30
WEL,2024-09-30,5,18.8,100.4,0,53.6,779.6,708.4,WEL,Sep2024,2024-09-30T05:00:00Z,2024-09-30
WEL,2024-09-30,6,18.8,100.1,0,60.8,779.3,709.3,WEL,Sep2024,2024-09-30T06:00:00Z,2024-09-30
WEL,2024-09-30,7,18.8,100.1,0,59.2,779.9,708.7,WEL,Sep2024,2024-09-30T07:00:00Z,2024-09-30
WEL,2024-09-30,8,18.8,100,0,71.9,779.7,709.2,WEL,Sep2024,2024-09-30T08:00:00Z,2024-09-30
WEL,2024-09-30,9,18.7,100,0,77.8,780.2,708.8,WEL,Sep2024,2024-09-30T09:00:00Z,2024-09-30
WEL,2024-09-30,10,18.7,100.3,0,66.9,780,708.9,WEL,Sep2024,2024-09-30T10:00:00Z,2024-09-30
WEL,2024-09-30,11,18.8,100.4,0,68.9,779.8,709,WEL,Sep2024,2024-09-30T11:00:00Z,2024-09-30
WEL,2024-09-30,12,18.8,100.7,0,87.1,779.6,710.4,WEL,Sep2024,2024-09-30T12:00:00Z,2024-09-30
WEL,2024-09-30,13,18.8,100.9,0,91.3,779.3,710.7,WEL,Sep2024,2024-09-30T13:00:00Z,2024-09-30
WEL,2024-09-30,14,18.9,101.3,0,91.7,779,710.8,WEL,Sep2024,2024-09-30T14:00:00Z,2024-09-30
WEL,2024-09-30,15,18.9,101.5,0,96.6,778.7,711.2,WEL,Sep2024,2024-09-30T15:00:00Z,2024-09-30
WEL,2024-09-30,16,18.9,101.6,0,95.4,778.5,711.1,WEL,Sep2024,2024-09-30T16:00:00Z,2024-09-30
WEL,2024-09-30,17,18.9,101.6,0,100.4,777.9,711.7,WEL,Sep2024,2024-09-30T17:00:00Z,2024-09-30
WEL,2024-09-30,18,18.8,101.5,0,122.3,777.2,714,WEL,Sep2024,2024-09-30T18:00:00Z,2024-09-30
WEL,2024-09-30,19,18.8,101.1,0,118.4,777.4,712.9,WEL,Sep2024,2024-09-30T19:00:00Z,2024-09-30
WEL,2024-09-30,20,18.7,100.8,0,117.9,776.9,712,WEL,Sep2024,2024-09-30T20:00:00Z,2024-09-30
WEL,2024-09-30,21,18.7,100.8,0,102.1,777,711,WEL,Sep2024,2024-09-30T21:00:00Z,2024-09-30
WEL,2024-09-30,22,18.7,100.7,0,74.3,777.3,708.7,WEL,Sep2024,2024-09-30T22:00:00Z,2024-09-30
WEL,2024-09-30,23,18.6,100.5,0,68.6,777.9,707.4,WEL,Sep2024,2024-09-30T23:00:00Z,2024-09-30
WEL,2024-09-30,24,18.6,100.4,0,29.1,777.4,705.4,WEL,Sep2024,2024-10-01T00:00:00Z,2024-10-01
WEL,2024-10-01,1,18.6,100.4,0,30.1,777.4,705.3,WEL,Oct2024,2024-10-01T01:00:00Z,2024-10-01
WEL,2024-10-01,2,18.5,100.3,0,14.8,778.2,706.1,WEL,Oct2024,2024-10-01T02:00:00Z,2024-10-01
WEL,2024-10-01,3,18.5,100.1,0,15.3,778.1,705.2,WEL,Oct2024,2024-10-01T03:00:00Z,2024-10-01
WEL,2024-10-01,4,18.5,100.1,0,15.4,778.6,705.6,WEL,Oct2024,2024-10-01T04:00:00Z,2024-10-01
WEL,2024-10-01,5,18.5,100.3,0,32.5,778.2,707,WEL,Oct2024,2024-10-01T05:00:00Z,2024-10-01
WEL,2024-10-01,6,18.4,100.3,0,49.1,778.8,707.5,WEL,Oct2024,2024-10-01T06:00:00Z,2024-10-01
WEL,2024-10-01,7,18.4,100.1,0,57.6,778.3,708.8,WEL,Oct2024,2024-10-01T07:00:00Z,2024-10-01
WEL,2024-10-01,8,18.4,100.1,0,74.5,778.9,708.7,WEL,Oct2024,2024-10-01T08:00:00Z,2024-10-01
WEL,2024-10-01,9,18.4,100.3,0,57.2,779.6,706.9,WEL,Oct2024,2024-10-01T09:00:00Z,2024-10-01
WEL,2024-10-01,10,18.4,100.5,0,42.8,779.3,706.7,WEL,Oct2024,2024-10-01T10:00:00Z,2024-10-01
WEL,2024-10-01,11,18.3,100.7,0,43.2,779.9,707,WEL,Oct2024,2024-10-01T11:00:00Z,2024-10-01
WEL,2024-10-01,12,18.3,100.9,0,73.1,779.5,708.7,WEL,Oct2024,2024-10-01T12:00:00Z,2024-10-01
WEL,2024-10-01,13,18.4,101.3,0,76.3,779.7,709,WEL,Oct2024,2024-10-01T13:00:00Z,2024-10-01
WEL,2024-10-01,14,18.5,101.9,0,81.3,779.2,709.7,WEL,Oct2024,2024-10-01T14:00:00Z,2024-10-01
WEL,2024-10-01,15,18.5,102.3,0,78.2,779.4,709.3,WEL,Oct2024,2024-10-01T15:00:00Z,2024-10-01
WEL,2024-10-01,16,18.6,102.6,0,71.7,778.9,709.3,WEL,Oct2024,2024-10-01T16:00:00Z,2024-10-01
WEL,2024-10-01,17,18.6,102.7,0,75.2,779,709.4,WEL,Oct2024,2024-10-01T17:00:00Z,2024-10-01
WEL,2024-10-01,18,18.5,102.3,0,80.2,778.1,711.1,WEL,Oct2024,2024-10-01T18:00:00Z,2024-10-01
WEL,2024-10-01,19,18.5,101.6,0,101.7,778.8,710.4,WEL,Oct2024,2024-10-01T19:00:00Z,2024-10-01
WEL,2024-10-01,20,18.4,101.4,0,74,778.5,709.1,WEL,Oct2024,2024-10-01T20:00:00Z,2024-10-01
WEL,2024-10-01,21,18.4,101.1,0,43.8,778.6,706.1,WEL,Oct2024,2024-10-01T21:00:00Z,2024-10-01
WEL,2024-10-01,22,18.4,101.1,0,47.4,778.2,706.5,WEL,Oct2024,2024-10-01T22:00:00Z,2024-10-01
WEL,2024-10-01,23,18.5,101.1,0,42.3,778.5,705.5,WEL,Oct2024,2024-10-01T23:00:00Z,2024-10-01
WEL,2024-10-01,24,18.5,101.1,0,31.9,778.6,704.2,WEL,Oct2024,2024-10-02T00:00:00Z,2024-10-02
WEL,2024-10-02,1,18.5,100.8,0,28.2,778.5,705,WEL,Oct2024,2024-10-02T01:00:00Z,2024-10-02
WEL,2024-10-02,2,18.4,100.7,0,46.2,778.3,707,WEL,Oct2024,2024-10-02T02:00:00Z,2024-10-02
WEL,2024-10-02,3,18.5,100.7,0,47.1,778.5,706.7,WEL,Oct2024,2024-10-02T03:00:00Z,2024-10-02
WEL,2024-10-02,4,18.5,100.5,0,39.9,778.4,705.5,WEL,Oct2024,2024-10-02T04:00:00Z,2024-10-02
WEL,2024-10-02,5,18.4,100.4,0,50.4,777.9,707.4,WEL,Oct2024,2024-10-02T05:00:00Z,2024-10-02
WEL,2024-10-02,6,18.4,100.4,0,58.5,777.7,709.1,WEL,Oct2024,2024-10-02T06:00:00Z,2024-10-02
WEL,2024-10-02,7,18.4,100.3,0,66.4,777.7,709,WEL,Oct2024,2024-10-02T07:00:00Z,2024-10-02
WEL,2024-10-02,8,18.5,100.3,0,64.7,777.7,708.4,WEL,Oct2024,2024-10-02T08:00:00Z,2024-10-02
WEL,2024-10-02,9,18.4,100.4,0,63.8,777.5,708.4,WEL,Oct2024,2024-10-02T09:00:00Z,2024-10-02
WEL,2024-10-02,10,18.5,100.5,0,57.4,777.6,708.2,WEL,Oct2024,2024-10-02T10:00:00Z,2024-10-02
WEL,2024-10-02,11,18.5,100.7,0,58.6,777.7,708.8,WEL,Oct2024,2024-10-02T11:00:00Z,2024-10-02
WEL,2024-10-02,12,18.6,101.1,0,55.1,777.7,708.1,WEL,Oct2024,2024-10-02T12:00:00Z,2024-10-02
WEL,2024-10-02,13,18.6,101.2,0,52.6,777.7,708.2,WEL,Oct2024,2024-10-02T13:00:00Z,2024-10-02
WEL,2024-10-02,14,18.7,101.1,0,50.5,777.6,707.8,WEL,Oct2024,2024-10-02T14:00:00Z,2024-10-02
WEL,2024-10-02,15,18.8,101.3,0,57.2,777.4,708.8,WEL,Oct2024,2024-10-02T15:00:00Z,2024-10-02
WEL,2024-10-02,16,18.7,101.5,0,44.4,777.8,707.6,WEL,Oct2024,2024-10-02T16:00:00Z,2024-10-02
WEL,2024-10-02,17,18.7,101.6,0,36.2,777.5,707.1,WEL,Oct2024,2024-10-02T17:00:00Z,2024-10-02
WEL,2024-10-02,18,18.6,101.5,0,66.1,777.6,708.8,WEL,Oct2024,2024-10-02T18:00:00Z,2024-10-02
WEL,2024-10-02,19,18.6,100.9,0,66.7,778.1,708.5,WEL,Oct2024,2024-10-02T19:00:00Z,2024-10-02
WEL,2024-10-02,20,18.6,100.5,0,71.7,778,708.2,WEL,Oct2024,2024-10-02T20:00:00Z,2024-10-02
WEL,2024-10-02,21,18.5,100.7,0,72.6,778.2,708,WEL,Oct2024,2024-10-02T21:00:00Z,2024-10-02
WEL,2024-10-02,22,18.6,100.4,0,60.3,778.4,707.3,WEL,Oct2024,2024-10-02T22:00:00Z,2024-10-02
WEL,2024-10-02,23,18.5,100.1,0,41.6,778.6,705.8,WEL,Oct2024,2024-10-02T23:00:00Z,2024-10-02
WEL,2024-10-02,24,18.5,99.7,0,26.4,778.7,705.7,WEL,Oct2024,2024-10-03T00:00:00Z,2024-10-03
WEL,2024-10-03,1,18.5,99.6,0,16.6,779,705.7,WEL,Oct2024,2024-10-03T01:00:00Z,2024-10-03
WEL,2024-10-03,2,18.5,99.6,0,17.2,778.8,705.5,WEL,Oct2024,2024-10-03T02:00:00Z,2024-10-03
