STN,DATE,HR,TEMP AT SENSOR (C),TDG%,SPILL (KCFS),TOTAL FLOW (KCFS),FB ELEV (FT),TW ELEV (FT),Station,FileMonth,DateTime,Date
WEL,2024-01-01,1,7.6,95.1,0,69.3,777.1,707.7,WEL,Jan2024,2024-01-01T01:00:00Z,2024-01-01
WEL,2024-01-01,2,7.6,95.1,0,73,777.3,708.6,WEL,Jan2024,2024-01-01T02:00:00Z,2024-01-01
WEL,2024-01-01,3,7.5,95.1,0,62.3,777.5,708.2,WEL,Jan2024,2024-01-01T03:00:00Z,2024-01-01
WEL,2024-01-01,4,7.5,95.1,0,65.3,777.6,708,WEL,Jan2024,2024-01-01T04:00:00Z,2024-01-01
WEL,2024-01-01,5,7.5,95.1,0,61.1,777.9,707.9,WEL,Jan2024,2024-01-01T05:00:00Z,2024-01-01
WEL,2024-01-01,6,7.5,95.1,0,63,778,708.3,WEL,Jan2024,2024-01-01T06:00:00Z,2024-01-01
WEL,2024-01-01,7,7.5,94.9,0,72.5,778.2,708.9,WEL,Jan2024,2024-01-01T07:00:00Z,2024-01-01
WEL,2024-01-01,8,7.5,94.9,0,71.9,778.3,709,WEL,Jan2024,2024-01-01T08:00:00Z,2024-01-01
WEL,2024-01-01,9,7.5,94.9,0,72.5,778.4,709,WEL,Jan2024,2024-01-01T09:00:00Z,2024-01-01
WEL,2024-01-01,10,7.5,94.9,0,73.7,778.5,709.2,WEL,Jan2024,2024-01-01T10:00:00Z,2024-01-01
WEL,2024-01-01,11,7.5,94.9,0,75.7,778.7,709.4,WEL,Jan2024,2024-01-01T11:00:00Z,2024-01-01
WEL,2024-01-01,12,7.5,95.1,0,74.9,779,709.2,WEL,Jan2024,2024-01-01T12:00:00Z,2024-01-01
WEL,2024-01-01,13,7.5,95.1,0,72.6,779.2,709,WEL,Jan2024,2024-01-01T13:00:00Z,2024-01-01
WEL,2024-01-01,14,7.5,95.2,0,73.3,779.4,708.9,WEL,Jan2024,2024-01-01T14:00:00Z,2024-01-01
WEL,2024-01-01,15,7.5,95.3,0,74.5,779.6,709,WEL,Jan2024,2024-01-01T15:00:00Z,2024-01-01
WEL,2024-01-01,16,7.5,95.2,0,78.4,779.1,710.1,WEL,Jan2024,2024-01-01T16:00:00Z,2024-01-01
WEL,2024-01-01,17,7.5,95.2,0,128.8,779.1,713.2,WEL,Jan2024,2024-01-01T17:00:00Z,2024-01-01
WEL,2024-01-01,18,7.5,95.3,0,130.4,779.2,713.4,WEL,Jan2024,2024-01-01T18:00:00Z,2024-01-01
WEL,2024-01-01,19,7.5,95.3,0,107.6,779.1,711.6,WEL,Jan2024,2024-01-01T19:00:00Z,2024-01-01
WEL,2024-01-01,20,7.5,95.5,0,106.9,779.1,711.5,WEL,Jan2024,2024-01-01T20:00:00Z,2024-01-01
WEL,2024-01-01,21,7.5,95.6,0,97.8,779.2,710.8,WEL,Jan2024,2024-01-01T21:00:00Z,2024-01-01
WEL,2024-01-01,22,7.4,95.6,0,96,779.3,710.6,WEL,Jan2024,2024-01-01T22:00:00Z,2024-01-01
WEL,2024-01-01,23,7.4,95.6,0,88.8,779.4,709.9,WEL,Jan2024,2024-01-01T23:00:00Z,2024-01-01
WEL,2024-01-01,24,7.4,95.6,0,78.7,779.6,709.4,WEL,Jan2024,2024-01-02T00:00:00Z,2024-01-02
WEL,2024-01-02,1,7.4,95.5,0,67.1,779.7,708.7,WEL,Jan2024,2024-01-02T01:00:00Z,2024-01-02
WEL,2024-01-02,2,7.4,95.6,0,66.9,779.8,709.2,WEL,Jan2024,2024-01-02T02:00:00Z,2024-01-02
WEL,2024-01-02,3,7.4,95.6,0,67,779.8,709.1,WEL,Jan2024,2024-01-02T03:00:00Z,2024-01-02
WEL,2024-01-02,4,7.4,95.6,0,69.3,779.8,709,WEL,Jan2024,2024-01-02T04:00:00Z,2024-01-02
WEL,2024-01-02,5,7.4,95.6,0,79.1,779.6,710.1,WEL,Jan2024,2024-01-02T05:00:00Z,2024-01-02
WEL,2024-01-02,6,7.4,95.7,0,107.2,779.2,712.5,WEL,Jan2024,2024-01-02T06:00:00Z,2024-01-02
WEL,2024-01-02,7,7.4,95.7,0,119.4,779.1,713.2,WEL,Jan2024,2024-01-02T07:00:00Z,2024-01-02
WEL,2024-01-02,8,7.4,95.7,0,117.6,779.1,712.3,WEL,Jan2024,2024-01-02T08:00:00Z,2024-01-02
WEL,2024-01-02,9,7.4,95.7,0,96,779.2,711.2,WEL,Jan2024,2024-01-02T09:00:00Z,2024-01-02
WEL,2024-01-02,10,7.4,95.7,0,109.9,779.1,712.3,WEL,Jan2024,2024-01-02T10:00:00Z,2024-01-02
WEL,2024-01-02,11,7.4,95.7,0,106.2,779.2,712.1,WEL,Jan2024,2024-01-02T11:00:00Z,2024-01-02
WEL,2024-01-02,12,7.4,95.9,0,106.3,779.1,711.9,WEL,Jan2024,2024-01-02T12:00:00Z,2024-01-02
WEL,2024-01-02,13,7.4,96,0,107.2,779,711.9,WEL,Jan2024,2024-01-02T13:00:00Z,2024-01-02
WEL,2024-01-02,14,7.4,96.1,0,107.3,778.6,712,WEL,Jan2024,2024-01-02T14:00:00Z,2024-01-02
WEL,2024-01-02,15,7.4,96.1,0,111.2,778.2,712.3,WEL,Jan2024,2024-01-02T15:00:00Z,2024-01-02
WEL,2024-01-02,16,7.4,96.1,0,107.5,777.8,713.1,WEL,Jan2024,2024-01-02T16:00:00Z,2024-01-02
WEL,2024-01-02,17,7.4,96,0,124.8,777.3,713.7,WEL,Jan2024,2024-01-02T17:00:00Z,2024-01-02
WEL,2024-01-02,18,7.4,96,0,132.8,777.4,713.7,WEL,Jan2024,2024-01-02T18:00:00Z,2024-01-02
WEL,2024-01-02,19,7.4,96,0,116.1,777.3,712.3,WEL,Jan2024,2024-01-02T19:00:00Z,2024-01-02
WEL,2024-01-02,20,7.4,96,0,109.2,777.3,711.6,WEL,Jan2024,2024-01-02T20:00:00Z,2024-01-02
WEL,2024-01-02,21,7.3,96,0,95,777.6,710.1,WEL,Jan2024,2024-01-02T21:00:00Z,2024-01-02
WEL,2024-01-02,22,7.3,96.1,0,83,777.5,708.9,WEL,Jan2024,2024-01-02T22:00:00Z,2024-01-02
WEL,2024-01-02,23,7.3,96.1,0,64.8,777.9,707.2,WEL,Jan2024,2024-01-02T23:00:00Z,2024-01-02
WEL,2024-01-02,24,7.3,96.1,0,49,778.1,706.3,WEL,Jan2024,2024-01-03T00:00:00Z,2024-01-03
WEL,2024-01-03,1,7.3,96.1,0,49.2,778.4,707.1,WEL,Jan2024,2024-01-03T01:00:00Z,2024-01-03
WEL,2024-01-03,2,7.3,96.1,0,47.8,778.4,707.1,WEL,Jan2024,2024-01-03T02:00:00Z,2024-01-03
WEL,2024-01-03,3,7.3,96.1,0,47.8,778.6,706.9,WEL,Jan2024,2024-01-03T03:00:00Z,2024-01-03
WEL,2024-01-03,4,7.3,96.2,0,48.7,778.6,707.1,WEL,Jan2024,2024-01-03T04:00:00Z,2024-01-03
WEL,2024-01-03,5,7.3,96.2,0,49.1,778.6,707.4,WEL,Jan2024,2024-01-03T05:00:00Z,2024-01-03
WEL,2024-01-03,6,7.3,96.2,0,86,778.1,710.6,WEL,Jan2024,2024-01-03T06:00:00Z,2024-01-03
WEL,2024-01-03,7,7.3,96.2,0,103.4,778,711.9,WEL,Jan2024,2024-01-03T07:00:00Z,2024-01-03
WEL,2024-01-03,8,7.2,96.1,0,96.2,778.2,710.7,WEL,Jan2024,2024-01-03T08:00:00Z,2024-01-03
WEL,2024-01-03,9,7.2,96.1,0,88.7,778.3,710.1,WEL,Jan2024,2024-01-03T09:00:00Z,2024-01-03
WEL,2024-01-03,10,7.2,96.2,0,91,778.6,709.8,WEL,Jan2024,2024-01-03T10:00:00Z,2024-01-03
WEL,2024-01-03,11,7.2,96.2,0,71.7,778.8,708.8,WEL,Jan2024,2024-01-03T11:00:00Z,2024-01-03
WEL,2024-01-03,12,7.2,96.4,0,69.5,779.1,708.5,WEL,Jan2024,2024-01-03T12:00:00Z,2024-01-03
WEL,2024-01-03,13,7.2,96.5,0,69.2,779.3,708.5,WEL,Jan2024,2024-01-03T13:00:00Z,2024-01-03
WEL,2024-01-03,14,7.2,96.5,0,70.1,779.6,708.6,WEL,Jan2024,2024-01-03T14:00:00Z,2024-01-03
WEL,2024-01-03,15,7.2,96.6,0,74.5,779.8,708.7,WEL,Jan2024,2024-01-03T15:00:00Z,2024-01-03
WEL,2024-01-03,16,7.2,96.6,0,67.9,779.7,708.3,WEL,Jan2024,2024-01-03T16:00:00Z,2024-01-03
WEL,2024-01-03,17,7.2,96.5,0,82.5,779.9,709.3,WEL,Jan2024,2024-01-03T17:00:00Z,2024-01-03
WEL,2024-01-03,18,7.1,96.5,0,81.6,780.2,709.4,WEL,Jan2024,2024-01-03T18:00:00Z,2024-01-03
WEL,2024-01-03,19,7.1,96.5,0,100.5,780.2,710.8,WEL,Jan2024,2024-01-03T19:00:00Z,2024-01-03
WEL,2024-01-03,20,7.1,96.4,0,95.9,780.4,710.2,WEL,Jan2024,2024-01-03T20:00:00Z,2024-01-03
WEL,2024-01-03,21,7.1,96.5,0,97.6,780,710.6,WEL,Jan2024,2024-01-03T21:00:00Z,2024-01-03
WEL,2024-01-03,22,7.1,96.5,0,102.5,779.9,711.1,WEL,Jan2024,2024-01-03T22:00:00Z,2024-01-03
WEL,2024-01-03,23,7.1,96.5,0,102.8,779.5,711,WEL,Jan2024,2024-01-03T23:00:00Z,2024-01-03
WEL,2024-01-03,24,7.1,96.5,0,95.5,779.3,710.4,WEL,Jan2024,2024-01-04T00:00:00Z,2024-01-04
WEL,2024-01-04,1,7.1,96.7,0,101.5,778.8,710.6,WEL,Jan2024,2024-01-04T01:00:00Z,2024-01-04
WEL,2024-01-04,2,7,96.7,0,95.8,778.5,710.6,WEL,Jan2024,2024-01-04T02:00:00Z,2024-01-04
WEL,2024-01-04,3,7,96.7,0,77.5,778.2,709.3,WEL,Jan2024,2024-01-04T03:00:00Z,2024-01-04
WEL,2024-01-04,4,7,96.7,0,77.6,777.7,709.4,WEL,Jan2024,2024-01-04T04:00:00Z,2024-01-04
WEL,2024-01-04,5,7,96.7,0,86.8,777.3,710.5,WEL,Jan2024,2024-01-04T05:00:00Z,2024-01-04
WEL,2024-01-04,6,7,96.5,0,100.1,776.7,712,WEL,Jan2024,2024-01-04T06:00:00Z,2024-01-04
WEL,2024-01-04,7,7,96.5,0,115.7,775.9,713.4,WEL,Jan2024,2024-01-04T07:00:00Z,2024-01-04
WEL,2024-01-04,8,7,96.7,0,108.3,776,711.1,WEL,Jan2024,2024-01-04T08:00:00Z,2024-01-04
WEL,2024-01-04,9,7,96.7,0,59.8,776.1,707.8,WEL,Jan2024,2024-01-04T09:00:00Z,2024-01-04
WEL,2024-01-04,10,7,96.7,0,59,776,707.4,WEL,Jan2024,2024-01-04T10:00:00Z,2024-01-04
WEL,2024-01-04,11,7,96.7,0,60.6,776.5,708,WEL,Jan2024,2024-01-04T11:00:00Z,2024-01-04
WEL,2024-01-04,12,7,96.7,0,60,776.5,707.7,WEL,Jan2024,2024-01-04T12:00:00Z,2024-01-04
WEL,2024-01-04,13,7,96.8,0,60.1,777,707.5,WEL,Jan2024,2024-01-04T13:00:00Z,2024-01-04
WEL,2024-01-04,14,7,96.9,0,60.1,777,707.7,WEL,Jan2024,2024-01-04T14:00:00Z,2024-01-04
WEL,2024-01-04,15,7,96.9,0,60,777.3,707.8,WEL,Jan2024,2024-01-04T15:00:00Z,2024-01-04
WEL,2024-01-04,16,7,97.1,0,60.7,777.3,708,WEL,Jan2024,2024-01-04T16:00:00Z,2024-01-04
WEL,2024-01-04,17,7,96.9,0,109.7,776.3,712.8,WEL,Jan2024,2024-01-04T17:00:00Z,2024-01-04
WEL,2024-01-04,18,7,96.9,0,145.3,776.5,714.3,WEL,Jan2024,2024-01-04T18:00:00Z,2024-01-04
WEL,2024-01-04,19,7,97.1,0,111.7,776.6,710.5,WEL,Jan2024,2024-01-04T19:00:00Z,2024-01-04
WEL,2024-01-04,20,7,96.9,0,78.5,776.5,708.8,WEL,Jan2024,2024-01-04T20:00:00Z,2024-01-04
WEL,2024-01-04,21,7,96.8,0,69.7,776.6,707.8,WEL,Jan2024,2024-01-04T21:00:00Z,2024-01-04
WEL,2024-01-04,22,7,96.8,0,34.5,777.3,705.7,WEL,Jan2024,2024-01-04T22:00:00Z,2024-01-04
WEL,2024-01-04,23,7,96.8,0,27.7,777.2,704.3,WEL,Jan2024,2024-01-04T23:00:00Z,2024-01-04
WEL,2024-01-04,24,7,96.7,0,27.1,777.5,705.5,WEL,Jan2024,2024-01-05T00:00:00Z,2024-01-05
WEL,2024-01-05,1,7,96.7,0,40.3,777.5,705.2,WEL,Jan2024,2024-01-05T01:00:00Z,2024-01-05
WEL,2024-01-05,2,7,96.5,0,16.1,778.3,704.1,WEL,Jan2024,2024-01-05T02:00:00Z,2024-01-05
WEL,2024-01-05,3,7,96.5,0,19.8,778,704.2,WEL,Jan2024,2024-01-05T03:00:00Z,2024-01-05
WEL,2024-01-05,4,7,96.5,0,17.8,778.8,705.3,WEL,Jan2024,2024-01-05T04:00:00Z,2024-01-05
WEL,2024-01-05,5,7,96.5,0,23.2,778.6,704.8,WEL,Jan2024,2024-01-05T05:00:00Z,2024-01-05
WEL,2024-01-05,6,7,96.4,0,56.4,778.9,707.5,WEL,Jan2024,2024-01-05T06:00:00Z,2024-01-05
WEL,2024-01-05,7,6.9,96.3,0,65.1,778.8,708.1,WEL,Jan2024,2024-01-05T07:00:00Z,2024-01-05
WEL,2024-01-05,8,6.9,96.3,0,69.5,778.5,709,WEL,Jan2024,2024-01-05T08:00:00Z,2024-01-05
WEL,2024-01-05,9,6.9,96.3,0,86.7,779.3,709.1,WEL,Jan2024,2024-01-05T09:00:00Z,2024-01-05
WEL,2024-01-05,10,6.9,96.1,0,80.7,779.1,709.2,WEL,Jan2024,2024-01-05T10:00:00Z,2024-01-05
WEL,2024-01-05,11,6.9,96.3,0,83.5,779.4,709.6,WEL,Jan2024,2024-01-05T11:00:00Z,2024-01-05
WEL,2024-01-05,12,6.9,96.4,0,81.1,779.6,709.7,WEL,Jan2024,2024-01-05T12:00:00Z,2024-01-05
WEL,2024-01-05,13,6.8,96.5,0,76.2,779.7,708.9,WEL,Jan2024,2024-01-05T13:00:00Z,2024-01-05
WEL,2024-01-05,14,6.8,96.7,0,67.5,779.6,709,WEL,Jan2024,2024-01-05T14:00:00Z,2024-01-05
WEL,2024-01-05,15,6.8,96.8,0,80,779.7,710,WEL,Jan2024,2024-01-05T15:00:00Z,2024-01-05
WEL,2024-01-05,16,6.8,96.8,0,86.5,779.7,710.8,WEL,Jan2024,2024-01-05T16:00:00Z,2024-01-05
WEL,2024-01-05,17,6.8,96.7,0,91.9,779.7,710.7,WEL,Jan2024,2024-01-05T17:00:00Z,2024-01-05
WEL,2024-01-05,18,6.8,96.8,0,90.3,779.6,710.6,WEL,Jan2024,2024-01-05T18:00:00Z,2024-01-05
WEL,2024-01-05,19,6.8,96.8,0,103.3,779.6,711.1,WEL,Jan2024,2024-01-05T19:00:00Z,2024-01-05
WEL,2024-01-05,20,6.9,96.9,0,103.6,779.3,712,WEL,Jan2024,2024-01-05T20:00:00Z,2024-01-05
WEL,2024-01-05,21,6.9,96.9,0,121.5,779.1,712.3,WEL,Jan2024,2024-01-05T21:00:00Z,2024-01-05
WEL,2024-01-05,22,6.9,97,0,120.2,778.6,712.5,WEL,Jan2024,2024-01-05T22:00:00Z,2024-01-05
WEL,2024-01-05,23,6.9,96.9,0,109.6,778.5,711.6,WEL,Jan2024,2024-01-05T23:00:00Z,2024-01-05
WEL,2024-01-05,24,6.9,97,0,81.1,778.7,708.3,WEL,Jan2024,2024-01-06T00:00:00Z,2024-01-06
WEL,2024-01-06,1,6.9,97,0,46.5,778.7,706.5,WEL,Jan2024,2024-01-06T01:00:00Z,2024-01-06
WEL,2024-01-06,2,6.9,97.2,0,47.4,778.6,706.7,WEL,Jan2024,2024-01-06T02:00:00Z,2024-01-06
WEL,2024-01-06,3,6.9,97.3,0,45,778.8,706.6,WEL,Jan2024,2024-01-06T03:00:00Z,2024-01-06
WEL,2024-01-06,4,6.9,97.4,0,47.3,778.6,707,WEL,Jan2024,2024-01-06T04:00:00Z,2024-01-06
WEL,2024-01-06,5,6.9,97.4,0,64.2,778.8,708.2,WEL,Jan2024,2024-01-06T05:00:00Z,2024-01-06
WEL,2024-01-06,6,6.8,97.6,0,55,778.7,707.5,WEL,Jan2024,2024-01-06T06:00:00Z,2024-01-06
WEL,2024-01-06,7,6.8,97.4,0,40.7,778.7,706.9,WEL,Jan2024,2024-01-06T07:00:00Z,2024-01-06
WEL,2024-01-06,8,6.8,97.4,0,59,778.4,708.4,WEL,Jan2024,2024-01-06T08:00:00Z,2024-01-06
WEL,2024-01-06,9,6.8,97.4,0,62.1,778.7,708.1,WEL,Jan2024,2024-01-06T09:00:00Z,2024-01-06
WEL,2024-01-06,10,6.8,97.4,0,62.4,778.8,708,WEL,Jan2024,2024-01-06T10:00:00Z,2024-01-06
WEL,2024-01-06,11,6.8,97.4,0,55.4,779,707.9,WEL,Jan2024,2024-01-06T11:00:00Z,2024-01-06
WEL,2024-01-06,12,6.8,97.4,0,49.8,779.3,707.4,WEL,Jan2024,2024-01-06T12:00:00Z,2024-01-06
WEL,2024-01-06,13,6.8,97.6,0,51.3,779.5,707.7,WEL,Jan2024,2024-01-06T13:00:00Z,2024-01-06
WEL,2024-01-06,14,6.8,97.7,0,72.1,779.7,708.6,WEL,Jan2024,2024-01-06T14:00:00Z,2024-01-06
WEL,2024-01-06,15,6.8,97.7,0,69.3,779.9,708.5,WEL,Jan2024,2024-01-06T15:00:00Z,2024-01-06
WEL,2024-01-06,16,6.8,97.6,0,70.5,779.9,709.2,WEL,Jan2024,2024-01-06T16:00:00Z,2024-01-06
WEL,2024-01-06,17,6.8,97.4,0,91.3,779.8,711,WEL,Jan2024,2024-01-06T17:00:00Z,2024-01-06
WEL,2024-01-06,18,6.8,97.2,0,93.3,780,710.9,WEL,Jan2024,2024-01-06T18:00:00Z,2024-01-06
WEL,2024-01-06,19,6.8,97.2,0,84.9,780.1,709.6,WEL,Jan2024,2024-01-06T19:00:00Z,2024-01-06
WEL,2024-01-06,20,6.8,97,0,88.9,780.1,709.2,WEL,Jan2024,2024-01-06T20:00:00Z,2024-01-06
WEL,2024-01-06,21,6.8,97,0,89.9,780,709.9,WEL,Jan2024,2024-01-06T21:00:00Z,2024-01-06
WEL,2024-01-06,22,6.8,96.9,0,95.1,780,710.1,WEL,Jan2024,2024-01-06T22:00:00Z,2024-01-06
WEL,2024-01-06,23,6.8,96.9,0,83.7,780,709.3,WEL,Jan2024,2024-01-06T23:00:00Z,2024-01-06
WEL,2024-01-06,24,6.8,96.8,0,65.3,780.2,707.7,WEL,Jan2024,2024-01-07T00:00:00Z,2024-01-07
WEL,2024-01-07,1,6.8,96.8,0,47.4,780.3,706.6,WEL,Jan2024,2024-01-07T01:00:00Z,2024-01-07
WEL,2024-01-07,2,6.8,96.5,0,53.7,780,707.1,WEL,Jan2024,2024-01-07T02:00:00Z,2024-01-07
WEL,2024-01-07,3,6.8,96.5,0,51.2,780,707.3,WEL,Jan2024,2024-01-07T03:00:00Z,2024-01-07
WEL,2024-01-07,4,6.8,96.5,0,52.2,779.8,707,WEL,Jan2024,2024-01-07T04:00:00Z,2024-01-07
WEL,2024-01-07,5,6.8,96.4,0,55.9,779.8,707.9,WEL,Jan2024,2024-01-07T05:00:00Z,2024-01-07
WEL,2024-01-07,6,6.8,96.4,0,71,779.3,709.1,WEL,Jan2024,2024-01-07T06:00:00Z,2024-01-07
WEL,2024-01-07,7,6.8,96.2,0,73.7,779.4,709.2,WEL,Jan2024,2024-01-07T07:00:00Z,2024-01-07
WEL,2024-01-07,8,6.8,96.2,0,90.3,778.6,710.7,WEL,Jan2024,2024-01-07T08:00:00Z,2024-01-07
WEL,2024-01-07,9,6.7,96,0,81.4,779,709.9,WEL,Jan2024,2024-01-07T09:00:00Z,2024-01-07
WEL,2024-01-07,10,6.7,96.1,0,73.6,778.8,709.4,WEL,Jan2024,2024-01-07T10:00:00Z,2024-01-07
WEL,2024-01-07,11,6.7,96.2,0,68.8,778.9,709,WEL,Jan2024,2024-01-07T11:00:00Z,2024-01-07
WEL,2024-01-07,12,6.7,96.5,0,64.1,779,708.3,WEL,Jan2024,2024-01-07T12:00:00Z,2024-01-07
WEL,2024-01-07,13,6.7,96.5,0,57.5,779.1,708,WEL,Jan2024,2024-01-07T13:00:00Z,2024-01-07
WEL,2024-01-07,14,6.7,96.5,0,57.4,779.3,708,WEL,Jan2024,2024-01-07T14:00:00Z,2024-01-07
WEL,2024-01-07,15,6.7,96.5,0,58.5,779.4,708.1,WEL,Jan2024,2024-01-07T15:00:00Z,2024-01-07
WEL,2024-01-07,16,6.7,96.2,0,63.2,779.3,708.8,WEL,Jan2024,2024-01-07T16:00:00Z,2024-01-07
WEL,2024-01-07,17,6.7,96.1,0,78.3,779.3,710.2,WEL,Jan2024,2024-01-07T17:00:00Z,2024-01-07
WEL,2024-01-07,18,6.7,96,0,78.1,779.6,709.3,WEL,Jan2024,2024-01-07T18:00:00Z,2024-01-07
WEL,2024-01-07,19,6.6,95.8,0,100.7,779.2,710.9,WEL,Jan2024,2024-01-07T19:00:00Z,2024-01-07
WEL,2024-01-07,20,6.6,95.7,0,85.1,779.8,709.5,WEL,Jan2024,2024-01-07T20:00:00Z,2024-01-07
WEL,2024-01-07,21,6.6,95.7,0,76.8,779.5,708.8,WEL,Jan2024,2024-01-07T21:00:00Z,2024-01-07
WEL,2024-01-07,22,6.6,95.9,0,62.4,780,707.2,WEL,Jan2024,2024-01-07T22:00:00Z,2024-01-07
WEL,2024-01-07,23,6.6,95.7,0,57.8,779.8,707,WEL,Jan2024,2024-01-07T23:00:00Z,2024-01-07
WEL,2024-01-07,24,6.6,95.7,0,38.8,780.3,705.8,WEL,Jan2024,2024-01-08T00:00:00Z,2024-01-08
WEL,2024-01-08,1,6.6,95.7,0,43.8,780.1,706.6,WEL,Jan2024,2024-01-08T01:00:00Z,2024-01-08
WEL,2024-01-08,2,6.6,95.6,0,41.9,780.4,706.5,WEL,Jan2024,2024-01-08T02:00:00Z,2024-01-08
WEL,2024-01-08,3,6.6,95.6,0,41.8,780,706.3,WEL,Jan2024,2024-01-08T03:00:00Z,2024-01-08
WEL,2024-01-08,4,6.6,95.6,0,47.2,780.1,707,WEL,Jan2024,2024-01-08T04:00:00Z,2024-01-08
WEL,2024-01-08,5,6.6,95.6,0,59.6,779.6,708.1,WEL,Jan2024,2024-01-08T05:00:00Z,2024-01-08
WEL,2024-01-08,6,6.5,95.6,0,74.1,779.4,709.4,WEL,Jan2024,2024-01-08T06:00:00Z,2024-01-08
WEL,2024-01-08,7,6.6,95.6,0,94,779.5,710.8,WEL,Jan2024,2024-01-08T07:00:00Z,2024-01-08
WEL,2024-01-08,8,6.6,95.6,0,81.3,780.5,708.2,WEL,Jan2024,2024-01-08T08:00:00Z,2024-01-08
WEL,2024-01-08,9,6.5,95.5,0,69.5,780.2,708.3,WEL,Jan2024,2024-01-08T09:00:00Z,2024-01-08
WEL,2024-01-08,10,6.5,95.5,0,77.5,780.5,708.9,WEL,Jan2024,2024-01-08T10:00:00Z,2024-01-08
WEL,2024-01-08,11,6.5,95.5,0,92.5,780.4,710.3,WEL,Jan2024,2024-01-08T11:00:00Z,2024-01-08
WEL,2024-01-08,12,6.5,95.5,0,94.8,780.3,710.2,WEL,Jan2024,2024-01-08T12:00:00Z,2024-01-08
WEL,2024-01-08,13,6.5,95.5,0,99.4,780,710.6,WEL,Jan2024,2024-01-08T13:00:00Z,2024-01-08
WEL,2024-01-08,14,6.4,95.6,0,104.1,779.7,711,WEL,Jan2024,2024-01-08T14:00:00Z,2024-01-08
WEL,2024-01-08,15,6.4,95.7,0,100.4,779.5,711.1,WEL,Jan2024,2024-01-08T15:00:00Z,2024-01-08
WEL,2024-01-08,16,6.4,95.7,0,104.9,779,711.4,WEL,Jan2024,2024-01-08T16:00:00Z,2024-01-08
WEL,2024-01-08,17,6.3,95.7,0,105.2,778.7,711.4,WEL,Jan2024,2024-01-08T17:00:00Z,2024-01-08
WEL,2024-01-08,18,6.3,95.8,0,105.8,778.8,711.2,WEL,Jan2024,2024-01-08T18:00:00Z,2024-01-08
WEL,2024-01-08,19,6.3,96,0,71.5,779.1,708.4,WEL,Jan2024,2024-01-08T19:00:00Z,2024-01-08
WEL,2024-01-08,20,6.3,96.1,0,72.4,778.5,708.1,WEL,Jan2024,2024-01-08T20:00:00Z,2024-01-08
WEL,2024-01-08,21,6.3,96.2,0,67.6,778.8,707.6,WEL,Jan2024,2024-01-08T21:00:00Z,2024-01-08
WEL,2024-01-08,22,6.3,96.5,0,59.3,778.4,706.8,WEL,Jan2024,2024-01-08T22:00:00Z,2024-01-08
WEL,2024-01-08,23,6.3,96.6,0,55.6,778.4,706.4,WEL,Jan2024,2024-01-08T23:00:00Z,2024-01-08
WEL,2024-01-08,24,6.3,96.9,0,56.9,778.2,707.2,WEL,Jan2024,2024-01-09T00:00:00Z,2024-01-09
WEL,2024-01-09,1,6.3,97,0,42.2,778.4,705.9,WEL,Jan2024,2024-01-09T01:00:00Z,2024-01-09
WEL,2024-01-09,2,6.3,97.1,0,34.8,778.7,705.9,WEL,Jan2024,2024-01-09T02:00:00Z,2024-01-09
WEL,2024-01-09,3,6.3,97.3,0,38.3,778.9,706.6,WEL,Jan2024,2024-01-09T03:00:00Z,2024-01-09
WEL,2024-01-09,4,6.3,97.4,0,38.7,779.3,706.5,WEL,Jan2024,2024-01-09T04:00:00Z,2024-01-09
WEL,2024-01-09,5,6.3,97.3,0,38.8,779.4,706.5,WEL,Jan2024,2024-01-09T05:00:00Z,2024-01-09
WEL,2024-01-09,6,6.3,97.4,0,39.4,779.5,706.6,WEL,Jan2024,2024-01-09T06:00:00Z,2024-01-09
WEL,2024-01-09,7,6.3,97.4,0,50.2,779.6,707.4,WEL,Jan2024,2024-01-09T07:00:00Z,2024-01-09
WEL,2024-01-09,8,6.3,97.4,0,55.5,780,707.2,WEL,Jan2024,2024-01-09T08:00:00Z,2024-01-09
WEL,2024-01-09,9,6.2,97.4,0,60.9,780,707.4,WEL,Jan2024,2024-01-09T09:00:00Z,2024-01-09
WEL,2024-01-09,10,6.3,97.5,0,61.8,780.3,707.4,WEL,Jan2024,2024-01-09T10:00:00Z,2024-01-09
WEL,2024-01-09,11,6.3,97.7,0,67,780.3,708.4,WEL,Jan2024,2024-01-09T11:00:00Z,2024-01-09
WEL,2024-01-09,12,6.3,97.9,0,71.3,780.5,708.8,WEL,Jan2024,2024-01-09T12:00:00Z,2024-01-09
WEL,2024-01-09,13,6.3,97.9,0,76.3,780.4,709.3,WEL,Jan2024,2024-01-09T13:00:00Z,2024-01-09
WEL,2024-01-09,14,6.3,97.9,0,81.7,780.4,709.8,WEL,Jan2024,2024-01-09T14:00:00Z,2024-01-09
WEL,2024-01-09,15,6.2,97.8,0,85.6,780.4,710.5,WEL,Jan2024,2024-01-09T15:00:00Z,2024-01-09
WEL,2024-01-09,16,6.2,97.7,0,75.4,780.5,710,WEL,Jan2024,2024-01-09T16:00:00Z,2024-01-09
WEL,2024-01-09,17,6.2,97.5,0,85.7,780.1,711.2,WEL,Jan2024,2024-01-09T17:00:00Z,2024-01-09
WEL,2024-01-09,18,6.2,97.5,0,86.1,780.3,710.5,WEL,Jan2024,2024-01-09T18:00:00Z,2024-01-09
WEL,2024-01-09,19,6.2,97.5,0,85.3,780.3,709.9,WEL,Jan2024,2024-01-09T19:00:00Z,2024-01-09
