Tag Code,Mark Site Name,Mark Date MMDDYYYY,Release Site Name,Release Date MMDDYYYY,Species Code,Species Name,Rear Type Code,Rear Type Name,Mark Count
3D9.1C2CDD6C78,ENTIAR - Entiat River,4/22/2009,ENTIAR - Entiat River,4/22/2009,3,Steelhead,W,Wild Fish or Natural Production,1
3D9.1C2CDD6F5C,ENTIAR - Entiat River,4/21/2009,ENTIAR - Entiat River,4/22/2009,3,Steelhead,W,Wild Fish or Natural Production,1
3D9.1C2CDD727B,ENTIAR - Entiat River,4/21/2009,ENTIAR - Entiat River,4/21/2009,3,Steelhead,W,Wild Fish or Natural Production,1
3D9.1C2CDD756D,ENTIAR - Entiat River,4/21/2009,ENTIAR - Entiat River,4/21/2009,3,Steelhead,W,Wild Fish or Natural Production,1
3D9.1C2CDD7EFF,ENTIAR - Entiat River,5/13/2009,ENTIAR - Entiat River,5/13/2009,3,Steelhead,W,Wild Fish or Natural Production,1
3D9.1C2CDDA9B2,ENTIAR - Entiat River,4/15/2009,ENTIAR - Entiat River,4/16/2009,3,Steelhead,W,Wild Fish or Natural Production,1
3D9.1C2D0807BE,ENTIAR - Entiat River,5/4/2010,ENTIAR - Entiat River,5/4/2010,3,Steelhead,W,Wild Fish or Natural Production,1
3D9.1C2D0A1AD5,ENTIAR - Entiat River,4/18/2010,ENTIAR - Entiat River,4/18/2010,3,Steelhead,W,Wild Fish or Natural Production,1
3D9.1C2D0CD4F2,ENTIAR - Entiat River,3/2/2011,ENTIAR - Entiat River,3/2/2011,3,Steelhead,W,Wild Fish or Natural Production,1
3D9.1C2D1004F7,ENTIAR - Entiat River,4/15/2010,ENTIAR - Entiat River,4/15/2010,3,Steelhead,W,Wild Fish or Natural Production,1
3D9.1C2D10B1BF,ENTIAR - Entiat River,4/19/2010,ENTIAR - Entiat River,4/19/2010,3,Steelhead,W,Wild Fish or Natural Production,1
3D9.1C2D10C675,ENTIAR - Entiat River,5/10/2010,ENTIAR - Entiat River,5/10/2010,3,Steelhead,W,Wild Fish or Natural Production,1
3D9.1C2D10CBCD,WENATR - Wenatchee River,9/24/2010,WENATR - Wenatchee River,9/24/2010,3,Steelhead,W,Wild Fish or Natural Production,1
3D9.1C2D10F371,ENTIAR - Entiat River,4/20/2010,ENTIAR - Entiat River,4/20/2010,3,Steelhead,W,Wild Fish or Natural Production,1
3D9.1C2D10FC24,ENTIAR - Entiat River,4/19/2010,ENTIAR - Entiat River,4/19/2010,3,Steelhead,W,Wild Fish or Natural Production,1
3D9.1C2D112AF0,ENTIAR - Entiat River,4/19/2010,ENTIAR - Entiat River,4/19/2010,3,Steelhead,W,Wild Fish or Natural Production,1
3D9.1C2D112CEB,ENTIAR - Entiat River,4/21/2010,ENTIAR - Entiat River,4/21/2010,3,Steelhead,W,Wild Fish or Natural Production,1
3D9.1C2D11440A,ENTIAR - Entiat River,5/15/2010,ENTIAR - Entiat River,5/17/2010,3,Steelhead,W,Wild Fish or Natural Production,1
3D9.1C2D114A68,ENTIAR - Entiat River,4/22/2010,ENTIAR - Entiat River,4/22/2010,3,Steelhead,W,Wild Fish or Natural Production,1
3D9.1C2D125685,ENTIAR - Entiat River,3/2/2011,ENTIAR - Entiat River,3/3/2011,3,Steelhead,W,Wild Fish or Natural Production,1
3D9.1C2D125BF9,ENTIAR - Entiat River,3/5/2011,ENTIAR - Entiat River,3/5/2011,3,Steelhead,W,Wild Fish or Natural Production,1
3D9.1C2D127644,ENTIAR - Entiat River,3/4/2011,ENTIAR - Entiat River,3/4/2011,3,Steelhead,W,Wild Fish or Natural Production,1
3D9.1C2D2CC266,CHEL - Chelan PUD Hatchery,10/20/2009,NASONC - Nason Creek (tributary to Wenatchee River),5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2D776E,EBNK - East Bank Hatchery,5/4/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2D7BD5,EBNK - East Bank Hatchery,5/5/2010,WENATR - Wenatchee River,5/5/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2D7C22,CHEL - Chelan PUD Hatchery,10/19/2009,NASONC - Nason Creek (tributary to Wenatchee River),5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2D7D5C,EBNK - East Bank Hatchery,5/3/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2D7FF8,EBNK - East Bank Hatchery,5/3/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2D810A,EBNK - East Bank Hatchery,5/3/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2D8293,EBNK - East Bank Hatchery,5/3/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2D83CC,EBNK - East Bank Hatchery,5/4/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2D867A,EBNK - East Bank Hatchery,9/21/2009,WENATR - Wenatchee River,5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2D87B0,EBNK - East Bank Hatchery,5/3/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2D8848,EBNK - East Bank Hatchery,5/6/2010,WENATR - Wenatchee River,5/6/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2D8988,EBNK - East Bank Hatchery,5/5/2010,WENATR - Wenatchee River,5/5/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2D8D87,EBNK - East Bank Hatchery,5/3/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2D8DA9,EBNK - East Bank Hatchery,5/5/2010,WENATR - Wenatchee River,5/5/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2D8DDD,EBNK - East Bank Hatchery,5/5/2010,WENATR - Wenatchee River,5/5/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2D8FBF,EBNK - East Bank Hatchery,5/5/2010,WENATR - Wenatchee River,5/5/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2D93C0,EBNK - East Bank Hatchery,5/3/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2D9958,EBNK - East Bank Hatchery,5/3/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2D9A63,EBNK - East Bank Hatchery,5/5/2010,WENATR - Wenatchee River,5/5/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2D9AE2,EBNK - East Bank Hatchery,5/4/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2D9C41,EBNK - East Bank Hatchery,5/5/2010,WENATR - Wenatchee River,5/5/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2D9C6F,EBNK - East Bank Hatchery,5/3/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2DA035,EBNK - East Bank Hatchery,5/3/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2DA0FE,EBNK - East Bank Hatchery,5/5/2010,WENATR - Wenatchee River,5/5/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2DA155,EBNK - East Bank Hatchery,5/5/2010,WENATR - Wenatchee River,5/5/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2DA2A8,EBNK - East Bank Hatchery,5/4/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2DA2BB,EBNK - East Bank Hatchery,5/3/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2DA6CC,EBNK - East Bank Hatchery,5/3/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2DA73D,EBNK - East Bank Hatchery,5/3/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2DA943,EBNK - East Bank Hatchery,5/5/2010,WENATR - Wenatchee River,5/5/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2DAA40,EBNK - East Bank Hatchery,5/3/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2DAA87,EBNK - East Bank Hatchery,5/4/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2DAC33,EBNK - East Bank Hatchery,5/6/2010,WENATR - Wenatchee River,5/6/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2DAC5D,EBNK - East Bank Hatchery,3/17/2010,WENATR - Wenatchee River,3/17/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2DAEBA,EBNK - East Bank Hatchery,5/4/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2DB1A1,EBNK - East Bank Hatchery,5/6/2010,WENATR - Wenatchee River,5/6/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2DB264,EBNK - East Bank Hatchery,3/17/2010,"ROLFIP - Rolfing Acclimation Pond, Wenatchee River Basin",3/17/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2DB343,EBNK - East Bank Hatchery,5/3/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2DB385,EBNK - East Bank Hatchery,5/3/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2DB5AF,EBNK - East Bank Hatchery,5/3/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2DB79F,EBNK - East Bank Hatchery,3/17/2010,WENATR - Wenatchee River,3/17/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2DB7E4,EBNK - East Bank Hatchery,5/4/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2DB850,EBNK - East Bank Hatchery,5/5/2010,WENATR - Wenatchee River,5/5/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D2DB8B5,EBNK - East Bank Hatchery,5/5/2010,WENATR - Wenatchee River,5/5/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3A654E,EBNK - East Bank Hatchery,5/6/2010,WENATR - Wenatchee River,5/6/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3A6720,EBNK - East Bank Hatchery,5/5/2010,WENATR - Wenatchee River,5/5/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3A6BB8,EBNK - East Bank Hatchery,5/17/2010,WENATR - Wenatchee River,5/17/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3A6D87,EBNK - East Bank Hatchery,5/3/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3A6DAE,EBNK - East Bank Hatchery,5/6/2010,WENATR - Wenatchee River,5/6/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3A7095,EBNK - East Bank Hatchery,5/4/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3A719C,EBNK - East Bank Hatchery,5/7/2010,WENATR - Wenatchee River,5/7/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3A72C3,EBNK - East Bank Hatchery,5/5/2010,WENATR - Wenatchee River,5/5/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3A734D,EBNK - East Bank Hatchery,3/17/2010,WENATR - Wenatchee River,3/17/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3A7445,EBNK - East Bank Hatchery,5/5/2010,WENATR - Wenatchee River,5/5/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3A785B,EBNK - East Bank Hatchery,5/5/2010,WENATR - Wenatchee River,5/5/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3A7A34,EBNK - East Bank Hatchery,5/6/2010,WENATR - Wenatchee River,5/6/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3A7B07,EBNK - East Bank Hatchery,3/17/2010,WENATR - Wenatchee River,3/17/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3A7DF0,EBNK - East Bank Hatchery,9/8/2009,WENATR - Wenatchee River,5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3A7E9D,EBNK - East Bank Hatchery,5/6/2010,WENATR - Wenatchee River,5/6/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3A839A,EBNK - East Bank Hatchery,5/5/2010,WENATR - Wenatchee River,5/5/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3A8529,EBNK - East Bank Hatchery,5/4/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3A8674,EBNK - East Bank Hatchery,5/3/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3A8686,EBNK - East Bank Hatchery,5/4/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3A8751,EBNK - East Bank Hatchery,5/3/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3A8CB2,EBNK - East Bank Hatchery,5/5/2010,WENATR - Wenatchee River,5/5/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3A8D28,EBNK - East Bank Hatchery,5/17/2010,WENATR - Wenatchee River,5/17/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3A8E38,EBNK - East Bank Hatchery,5/5/2010,WENATR - Wenatchee River,5/5/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3A8E43,EBNK - East Bank Hatchery,5/3/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3A8F04,EBNK - East Bank Hatchery,9/8/2009,WENATR - Wenatchee River,5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3A919E,EBNK - East Bank Hatchery,5/5/2010,WENATR - Wenatchee River,5/5/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3A91A5,EBNK - East Bank Hatchery,5/3/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3A91CE,EBNK - East Bank Hatchery,5/3/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3A9281,EBNK - East Bank Hatchery,5/3/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3A9369,EBNK - East Bank Hatchery,5/6/2010,WENATR - Wenatchee River,5/6/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3A957F,EBNK - East Bank Hatchery,5/6/2010,WENATR - Wenatchee River,5/6/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3A9777,EBNK - East Bank Hatchery,5/6/2010,WENATR - Wenatchee River,5/6/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3A99AC,EBNK - East Bank Hatchery,5/4/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3A99BD,EBNK - East Bank Hatchery,5/17/2010,WENATR - Wenatchee River,5/17/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3A9CEF,EBNK - East Bank Hatchery,5/6/2010,WENATR - Wenatchee River,5/6/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3A9EEC,EBNK - East Bank Hatchery,5/4/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3A9F67,EBNK - East Bank Hatchery,5/3/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3AA15E,EBNK - East Bank Hatchery,5/6/2010,WENATR - Wenatchee River,5/6/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3AB31D,EBNK - East Bank Hatchery,5/17/2010,WENATR - Wenatchee River,5/17/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3ABCAC,EBNK - East Bank Hatchery,5/5/2010,WENATR - Wenatchee River,5/5/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3AC45A,EBNK - East Bank Hatchery,5/5/2010,WENATR - Wenatchee River,5/5/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3ACEC8,EBNK - East Bank Hatchery,5/6/2010,WENATR - Wenatchee River,5/6/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3AD7B0,EBNK - East Bank Hatchery,5/6/2010,WENATR - Wenatchee River,5/6/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3ADA29,EBNK - East Bank Hatchery,3/17/2010,WENATR - Wenatchee River,3/17/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3AE6B3,EBNK - East Bank Hatchery,9/9/2009,WENATR - Wenatchee River,5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3AE82C,EBNK - East Bank Hatchery,5/12/2010,WENATR - Wenatchee River,5/12/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3AEBC9,EBNK - East Bank Hatchery,5/6/2010,WENATR - Wenatchee River,5/6/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3BB54F,EBNK - East Bank Hatchery,5/6/2010,WENATR - Wenatchee River,5/6/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3BC3E1,EBNK - East Bank Hatchery,5/5/2010,WENATR - Wenatchee River,5/5/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3BD025,EBNK - East Bank Hatchery,5/6/2010,WENATR - Wenatchee River,5/6/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3BD724,EBNK - East Bank Hatchery,5/5/2010,WENATR - Wenatchee River,5/5/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3BDF1A,EBNK - East Bank Hatchery,5/5/2010,WENATR - Wenatchee River,5/5/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3BE259,EBNK - East Bank Hatchery,3/17/2010,WENATR - Wenatchee River,3/17/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3BE29F,EBNK - East Bank Hatchery,3/17/2010,WENATR - Wenatchee River,3/17/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3BE307,EBNK - East Bank Hatchery,5/5/2010,WENATR - Wenatchee River,5/5/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3C3F44,EBNK - East Bank Hatchery,5/6/2010,WENATR - Wenatchee River,5/6/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3C5886,EBNK - East Bank Hatchery,5/5/2010,WENATR - Wenatchee River,5/5/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3C58CF,EBNK - East Bank Hatchery,5/5/2010,WENATR - Wenatchee River,5/5/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3C5FBF,EBNK - East Bank Hatchery,5/3/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3C60DF,EBNK - East Bank Hatchery,5/5/2010,WENATR - Wenatchee River,5/5/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3C734B,EBNK - East Bank Hatchery,9/9/2009,WENATR - Wenatchee River,5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D3C7B51,EBNK - East Bank Hatchery,5/6/2010,WENATR - Wenatchee River,5/6/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D422D78,EBNK - East Bank Hatchery,5/5/2010,WENATR - Wenatchee River,5/5/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D422FDB,EBNK - East Bank Hatchery,5/5/2010,WENATR - Wenatchee River,5/5/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D423274,EBNK - East Bank Hatchery,5/3/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D423772,EBNK - East Bank Hatchery,5/3/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D423C24,EBNK - East Bank Hatchery,5/4/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D4240FF,EBNK - East Bank Hatchery,5/3/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D42422B,EBNK - East Bank Hatchery,5/3/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D42426E,EBNK - East Bank Hatchery,5/3/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D42430C,EBNK - East Bank Hatchery,5/4/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D424891,EBNK - East Bank Hatchery,5/5/2010,WENATR - Wenatchee River,5/5/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D4249CA,EBNK - East Bank Hatchery,5/5/2010,WENATR - Wenatchee River,5/5/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D4249E5,EBNK - East Bank Hatchery,9/22/2009,WENATR - Wenatchee River,5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D424C84,EBNK - East Bank Hatchery,3/17/2010,"ROLFIP - Rolfing Acclimation Pond, Wenatchee River Basin",3/17/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D424C93,EBNK - East Bank Hatchery,5/3/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D424CE8,EBNK - East Bank Hatchery,5/6/2010,WENATR - Wenatchee River,5/6/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D424D40,EBNK - East Bank Hatchery,5/3/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D424DDF,EBNK - East Bank Hatchery,3/17/2010,WENATR - Wenatchee River,3/17/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D424DE1,EBNK - East Bank Hatchery,5/5/2010,WENATR - Wenatchee River,5/5/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D424E67,EBNK - East Bank Hatchery,5/4/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D425132,CHEL - Chelan PUD Hatchery,10/21/2009,NASONC - Nason Creek (tributary to Wenatchee River),5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D42551B,EBNK - East Bank Hatchery,5/6/2010,WENATR - Wenatchee River,5/6/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D42562C,EBNK - East Bank Hatchery,5/5/2010,WENATR - Wenatchee River,5/5/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D425938,EBNK - East Bank Hatchery,5/3/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D425A73,EBNK - East Bank Hatchery,5/5/2010,WENATR - Wenatchee River,5/5/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D425B0F,EBNK - East Bank Hatchery,5/5/2010,WENATR - Wenatchee River,5/5/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D425BE2,EBNK - East Bank Hatchery,5/4/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D425C4C,EBNK - East Bank Hatchery,5/5/2010,WENATR - Wenatchee River,5/5/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D425C7B,EBNK - East Bank Hatchery,5/5/2010,WENATR - Wenatchee River,5/5/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D425C9D,EBNK - East Bank Hatchery,5/4/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D425DFC,EBNK - East Bank Hatchery,5/6/2010,WENATR - Wenatchee River,5/6/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D42605A,CHEL - Chelan PUD Hatchery,10/21/2009,NASONC - Nason Creek (tributary to Wenatchee River),5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D426200,EBNK - East Bank Hatchery,5/4/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D426250,EBNK - East Bank Hatchery,3/17/2010,WENATR - Wenatchee River,3/17/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D4263A4,EBNK - East Bank Hatchery,5/3/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D4264F2,EBNK - East Bank Hatchery,5/4/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D42680E,EBNK - East Bank Hatchery,5/3/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D4269B6,EBNK - East Bank Hatchery,5/4/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D426F5C,EBNK - East Bank Hatchery,5/3/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D426F95,EBNK - East Bank Hatchery,5/4/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D427004,EBNK - East Bank Hatchery,5/4/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D427134,EBNK - East Bank Hatchery,5/3/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/3/2010,3,Steelhead,H,Hatchery Reared,1
3D9.1C2D42731E,EBNK - East Bank Hatchery,5/3/2010,NASONC - Nason Creek (tributary to Wenatchee River),5/3/2010,3,Steelhead,H,Hatchery Reared,1
