Tag Code,Mark Site Name,Mark Date MMDDYYYY,Release Site Name,Release Date MMDDYYYY,Species Code,Species Name,Rear Type Code,Rear Type Name,Mark Count
384.3B239875C6,ENTIAR - Entiat River,3/14/2014,ENTIAR - Entiat River,3/14/2014,3,Steelhead,W,Wild Fish or Natural Production,1
384.3B2398DD9B,ENTIAR - Entiat River,3/5/2014,ENTIAR - Entiat River,3/6/2014,3,Steelhead,W,Wild Fish or Natural Production,1
384.3B239947BA,NASONC - Nason Creek (tributary to Wenatchee River),6/14/2016,NASONC - Nason Creek (tributary to Wenatchee River),6/16/2016,3,Steelhead,W,Wild Fish or Natural Production,1
384.3B23995DC4,ENTIAR - Entiat River,3/14/2014,ENTIAR - Entiat River,3/14/2014,3,Steelhead,W,Wild Fish or Natural Production,1
384.3B239B285B,NASONC - Nason Creek (tributary to Wenatchee River),5/28/2016,NASONC - Nason Creek (tributary to Wenatchee River),5/31/2016,3,Steelhead,W,Wild Fish or Natural Production,1
384.3B23AC4B3E,"WENA4T - Lower Wenatchee trap, 2.8km below Mission Creek",4/28/2014,"WENA4T - Lower Wenatchee trap, 2.8km below Mission Creek",4/28/2014,3,Steelhead,W,Wild Fish or Natural Production,1
384.3B23AC6042,ENTIAR - Entiat River,3/6/2014,ENTIAR - Entiat River,3/6/2014,3,Steelhead,W,Wild Fish or Natural Production,1
384.3B23AC6E25,ENTIAR - Entiat River,4/19/2014,ENTIAR - Entiat River,4/19/2014,3,Steelhead,W,Wild Fish or Natural Production,1
384.3B23AC8F6F,ENTIAR - Entiat River,3/7/2014,ENTIAR - Entiat River,3/7/2014,3,Steelhead,W,Wild Fish or Natural Production,1
3D9.1BF14EC6AF,EBNK - East Bank Hatchery,4/30/2003,NASONC - Nason Creek (tributary to Wenatchee River),4/30/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF15ADCFA,EBNK - East Bank Hatchery,5/1/2003,NASONC - Nason Creek (tributary to Wenatchee River),5/1/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF15AE2C0,EBNK - East Bank Hatchery,4/29/2003,NASONC - Nason Creek (tributary to Wenatchee River),4/29/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF15AE4BD,EBNK - East Bank Hatchery,5/1/2003,NASONC - Nason Creek (tributary to Wenatchee River),5/1/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF15AE911,CHEL - Chelan PUD Hatchery,10/8/2002,NASONC - Nason Creek (tributary to Wenatchee River),4/15/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF15AEC18,EBNK - East Bank Hatchery,4/30/2003,NASONC - Nason Creek (tributary to Wenatchee River),4/30/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF16E1EBF,CHEL - Chelan PUD Hatchery,10/9/2002,NASONC - Nason Creek (tributary to Wenatchee River),4/15/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF16EDA3F,CHEL - Chelan PUD Hatchery,10/9/2002,NASONC - Nason Creek (tributary to Wenatchee River),4/15/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF16EDD8F,EBNK - East Bank Hatchery,4/30/2003,NASONC - Nason Creek (tributary to Wenatchee River),4/30/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF170129C,EBNK - East Bank Hatchery,4/29/2003,NASONC - Nason Creek (tributary to Wenatchee River),4/29/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1704062,EBNK - East Bank Hatchery,4/30/2003,NASONC - Nason Creek (tributary to Wenatchee River),4/30/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1744B5C,EBNK - East Bank Hatchery,5/1/2003,NASONC - Nason Creek (tributary to Wenatchee River),5/1/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF17514C0,EBNK - East Bank Hatchery,4/29/2003,NASONC - Nason Creek (tributary to Wenatchee River),4/28/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1752357,EBNK - East Bank Hatchery,5/1/2003,NASONC - Nason Creek (tributary to Wenatchee River),5/1/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF17D7E52,EBNK - East Bank Hatchery,5/1/2003,NASONC - Nason Creek (tributary to Wenatchee River),5/1/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF17D89A1,CHEL - Chelan PUD Hatchery,10/8/2002,NASONC - Nason Creek (tributary to Wenatchee River),4/15/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF17D8D01,CHEL - Chelan PUD Hatchery,10/8/2002,NASONC - Nason Creek (tributary to Wenatchee River),4/15/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF17D8E39,EBNK - East Bank Hatchery,4/30/2003,NASONC - Nason Creek (tributary to Wenatchee River),4/30/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF17D915F,EBNK - East Bank Hatchery,4/30/2003,NASONC - Nason Creek (tributary to Wenatchee River),4/30/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF17D95AA,EBNK - East Bank Hatchery,4/30/2003,NASONC - Nason Creek (tributary to Wenatchee River),4/30/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF17D95AC,EBNK - East Bank Hatchery,4/30/2003,NASONC - Nason Creek (tributary to Wenatchee River),4/30/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF17D98A1,EBNK - East Bank Hatchery,4/30/2003,NASONC - Nason Creek (tributary to Wenatchee River),4/30/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF17D9B11,CHEL - Chelan PUD Hatchery,10/7/2002,NASONC - Nason Creek (tributary to Wenatchee River),4/15/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF17D9E9B,CHEL - Chelan PUD Hatchery,10/8/2002,NASONC - Nason Creek (tributary to Wenatchee River),4/15/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF17DA6A0,CHEL - Chelan PUD Hatchery,10/7/2002,NASONC - Nason Creek (tributary to Wenatchee River),4/15/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF17DB3CC,EBNK - East Bank Hatchery,4/29/2003,NASONC - Nason Creek (tributary to Wenatchee River),4/29/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF17DBD8A,CHEL - Chelan PUD Hatchery,10/8/2002,NASONC - Nason Creek (tributary to Wenatchee River),4/15/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF17DD4E4,EBNK - East Bank Hatchery,4/29/2003,NASONC - Nason Creek (tributary to Wenatchee River),4/28/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF17DF3D1,EBNK - East Bank Hatchery,4/29/2003,NASONC - Nason Creek (tributary to Wenatchee River),4/29/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF17E0BF0,CHEL - Chelan PUD Hatchery,10/8/2002,NASONC - Nason Creek (tributary to Wenatchee River),4/15/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF17E1BE2,EBNK - East Bank Hatchery,4/30/2003,NASONC - Nason Creek (tributary to Wenatchee River),4/30/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF17E2354,EBNK - East Bank Hatchery,5/1/2003,NASONC - Nason Creek (tributary to Wenatchee River),5/1/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF17E28C9,CHEL - Chelan PUD Hatchery,10/7/2002,NASONC - Nason Creek (tributary to Wenatchee River),4/15/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF17E2A2D,EBNK - East Bank Hatchery,4/30/2003,NASONC - Nason Creek (tributary to Wenatchee River),4/30/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF17E5148,CHEL - Chelan PUD Hatchery,10/8/2002,NASONC - Nason Creek (tributary to Wenatchee River),4/15/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF17E5711,EBNK - East Bank Hatchery,4/30/2003,NASONC - Nason Creek (tributary to Wenatchee River),4/30/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF17E57C9,EBNK - East Bank Hatchery,4/30/2003,NASONC - Nason Creek (tributary to Wenatchee River),4/30/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF17E5BB1,CHEL - Chelan PUD Hatchery,10/7/2002,NASONC - Nason Creek (tributary to Wenatchee River),4/15/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF17E5D1D,EBNK - East Bank Hatchery,4/29/2003,NASONC - Nason Creek (tributary to Wenatchee River),4/29/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF17E6624,EBNK - East Bank Hatchery,4/30/2003,NASONC - Nason Creek (tributary to Wenatchee River),4/30/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF17E68F0,EBNK - East Bank Hatchery,4/30/2003,NASONC - Nason Creek (tributary to Wenatchee River),4/30/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF17E6A7B,CHEL - Chelan PUD Hatchery,10/7/2002,NASONC - Nason Creek (tributary to Wenatchee River),4/15/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF17E78A4,CHEL - Chelan PUD Hatchery,10/8/2002,NASONC - Nason Creek (tributary to Wenatchee River),4/15/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF17FB45D,CHEL - Chelan PUD Hatchery,10/7/2002,NASONC - Nason Creek (tributary to Wenatchee River),4/15/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF17FB47C,EBNK - East Bank Hatchery,4/30/2003,NASONC - Nason Creek (tributary to Wenatchee River),4/30/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF184A4AD,EBNK - East Bank Hatchery,4/30/2003,NASONC - Nason Creek (tributary to Wenatchee River),4/30/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1850909,CHEL - Chelan PUD Hatchery,10/7/2002,NASONC - Nason Creek (tributary to Wenatchee River),4/15/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1853D52,CHEL - Chelan PUD Hatchery,10/7/2002,NASONC - Nason Creek (tributary to Wenatchee River),4/15/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1856EAD,CHEL - Chelan PUD Hatchery,10/8/2002,NASONC - Nason Creek (tributary to Wenatchee River),4/15/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1856F60,EBNK - East Bank Hatchery,5/1/2003,NASONC - Nason Creek (tributary to Wenatchee River),5/1/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1858026,EBNK - East Bank Hatchery,4/30/2003,NASONC - Nason Creek (tributary to Wenatchee River),4/30/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1858412,CHEL - Chelan PUD Hatchery,10/8/2002,NASONC - Nason Creek (tributary to Wenatchee River),4/15/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1859478,EBNK - East Bank Hatchery,4/30/2003,NASONC - Nason Creek (tributary to Wenatchee River),4/30/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1859520,EBNK - East Bank Hatchery,4/30/2003,NASONC - Nason Creek (tributary to Wenatchee River),4/30/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF185978D,EBNK - East Bank Hatchery,4/30/2003,NASONC - Nason Creek (tributary to Wenatchee River),4/30/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1859889,EBNK - East Bank Hatchery,5/1/2003,NASONC - Nason Creek (tributary to Wenatchee River),5/1/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1859917,EBNK - East Bank Hatchery,4/30/2003,NASONC - Nason Creek (tributary to Wenatchee River),4/30/2003,3,Steelhead,H,Hatchery Reared,1
3D9.1BF18BE1B7,CHEL - Chelan PUD Hatchery,5/4/2005,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2005,3,Steelhead,H,Hatchery Reared,1
3D9.1BF18BE36B,CHEL - Chelan PUD Hatchery,5/4/2005,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2005,3,Steelhead,H,Hatchery Reared,1
3D9.1BF18BEFB3,CHEL - Chelan PUD Hatchery,9/16/2004,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2005,3,Steelhead,H,Hatchery Reared,1
3D9.1BF18BF7B3,CHEL - Chelan PUD Hatchery,5/4/2005,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2005,3,Steelhead,H,Hatchery Reared,1
3D9.1BF18C177C,CHEL - Chelan PUD Hatchery,5/4/2005,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2005,3,Steelhead,H,Hatchery Reared,1
3D9.1BF18C6382,CHEL - Chelan PUD Hatchery,5/4/2005,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2005,3,Steelhead,H,Hatchery Reared,1
3D9.1BF18C64BA,CHEL - Chelan PUD Hatchery,5/4/2005,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2005,3,Steelhead,H,Hatchery Reared,1
3D9.1BF18C83F2,CHEL - Chelan PUD Hatchery,5/4/2005,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2005,3,Steelhead,H,Hatchery Reared,1
3D9.1BF18CA282,CHEL - Chelan PUD Hatchery,5/4/2005,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2005,3,Steelhead,H,Hatchery Reared,1
3D9.1BF18CB5C5,CHEL - Chelan PUD Hatchery,5/4/2005,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2005,3,Steelhead,H,Hatchery Reared,1
3D9.1BF18CD319,CHEL - Chelan PUD Hatchery,5/4/2005,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2005,3,Steelhead,H,Hatchery Reared,1
3D9.1BF18CDD30,CHEL - Chelan PUD Hatchery,5/4/2005,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2005,3,Steelhead,H,Hatchery Reared,1
3D9.1BF18CFE66,CHEL - Chelan PUD Hatchery,5/4/2005,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2005,3,Steelhead,H,Hatchery Reared,1
3D9.1BF18D3ADE,CHEL - Chelan PUD Hatchery,5/4/2005,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2005,3,Steelhead,H,Hatchery Reared,1
3D9.1BF18D47AA,CHEL - Chelan PUD Hatchery,5/4/2005,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2005,3,Steelhead,H,Hatchery Reared,1
3D9.1BF18D4EFE,CHEL - Chelan PUD Hatchery,5/4/2005,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2005,3,Steelhead,H,Hatchery Reared,1
3D9.1BF18D6CB9,CHEL - Chelan PUD Hatchery,5/4/2005,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2005,3,Steelhead,H,Hatchery Reared,1
3D9.1BF18D7910,CHEL - Chelan PUD Hatchery,5/4/2005,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2005,3,Steelhead,H,Hatchery Reared,1
3D9.1BF18D7C47,CHEL - Chelan PUD Hatchery,5/4/2005,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2005,3,Steelhead,H,Hatchery Reared,1
3D9.1BF18DB80B,CHEL - Chelan PUD Hatchery,5/4/2005,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2005,3,Steelhead,H,Hatchery Reared,1
3D9.1BF18DBBA9,CHEL - Chelan PUD Hatchery,5/4/2005,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2005,3,Steelhead,H,Hatchery Reared,1
3D9.1BF18DC11D,CHEL - Chelan PUD Hatchery,5/4/2005,NASONC - Nason Creek (tributary to Wenatchee River),5/4/2005,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1926CBA,EBNK - East Bank Hatchery,4/21/2004,WENATR - Wenatchee River,4/21/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1927520,EBNK - East Bank Hatchery,10/9/2003,WENATR - Wenatchee River,4/20/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1929A5E,EBNK - East Bank Hatchery,4/20/2004,WENATR - Wenatchee River,4/20/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF192CD80,EBNK - East Bank Hatchery,4/20/2004,WENATR - Wenatchee River,4/20/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF193D848,EBNK - East Bank Hatchery,4/19/2004,NASONC - Nason Creek (tributary to Wenatchee River),4/19/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1997ECD,EBNK - East Bank Hatchery,4/21/2004,WENATR - Wenatchee River,4/21/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1998548,EBNK - East Bank Hatchery,4/19/2004,NASONC - Nason Creek (tributary to Wenatchee River),4/19/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF199C16C,EBNK - East Bank Hatchery,4/19/2004,NASONC - Nason Creek (tributary to Wenatchee River),4/19/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF199C2CC,EBNK - East Bank Hatchery,4/19/2004,NASONC - Nason Creek (tributary to Wenatchee River),4/19/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF19A14A2,EBNK - East Bank Hatchery,4/20/2004,WENATR - Wenatchee River,4/20/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF19A3FB4,EBNK - East Bank Hatchery,4/20/2004,WENATR - Wenatchee River,4/20/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF19A48E9,EBNK - East Bank Hatchery,4/20/2004,WENATR - Wenatchee River,4/20/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF19B6435,EBNK - East Bank Hatchery,4/21/2004,WENATR - Wenatchee River,4/21/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF19C8383,EBNK - East Bank Hatchery,4/20/2004,WENATR - Wenatchee River,4/20/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF19C8F4F,EBNK - East Bank Hatchery,10/9/2003,WENATR - Wenatchee River,4/20/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF19C9616,EBNK - East Bank Hatchery,4/21/2004,WENATR - Wenatchee River,4/21/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF19D15FC,EBNK - East Bank Hatchery,10/9/2003,WENATR - Wenatchee River,4/20/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF19D2210,EBNK - East Bank Hatchery,10/9/2003,WENATR - Wenatchee River,4/20/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF19D2997,EBNK - East Bank Hatchery,4/20/2004,WENATR - Wenatchee River,4/20/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF19D87FA,EBNK - East Bank Hatchery,4/20/2004,WENATR - Wenatchee River,4/20/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF19D8DAF,EBNK - East Bank Hatchery,4/20/2004,WENATR - Wenatchee River,4/20/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF19E0618,EBNK - East Bank Hatchery,4/19/2004,NASONC - Nason Creek (tributary to Wenatchee River),4/19/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF19E167A,EBNK - East Bank Hatchery,4/19/2004,NASONC - Nason Creek (tributary to Wenatchee River),4/19/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF19E2680,EBNK - East Bank Hatchery,4/19/2004,NASONC - Nason Creek (tributary to Wenatchee River),4/19/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1A74F3E,ENTIAR - Entiat River,10/6/2005,ENTIAR - Entiat River,10/6/2005,3,Steelhead,U,Unknown,1
3D9.1BF1A7ADA9,ENTIAR - Entiat River,9/1/2005,ENTIAR - Entiat River,9/1/2005,3,Steelhead,W,Wild Fish or Natural Production,1
3D9.1BF1AE0D73,CHEL - Chelan PUD Hatchery,10/13/2003,NASONC - Nason Creek (tributary to Wenatchee River),4/19/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1AE117F,CHEL - Chelan PUD Hatchery,10/13/2003,NASONC - Nason Creek (tributary to Wenatchee River),4/19/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1AE183D,EBNK - East Bank Hatchery,4/19/2004,NASONC - Nason Creek (tributary to Wenatchee River),4/19/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1AEC26A,EBNK - East Bank Hatchery,4/19/2004,NASONC - Nason Creek (tributary to Wenatchee River),4/19/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1AEC78F,CHEL - Chelan PUD Hatchery,10/13/2003,NASONC - Nason Creek (tributary to Wenatchee River),4/19/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1AECF36,CHEL - Chelan PUD Hatchery,10/13/2003,NASONC - Nason Creek (tributary to Wenatchee River),4/19/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1AF29D9,EBNK - East Bank Hatchery,4/19/2004,NASONC - Nason Creek (tributary to Wenatchee River),4/19/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1C18A1F,EBNK - East Bank Hatchery,4/20/2004,WENATR - Wenatchee River,4/20/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1C19677,EBNK - East Bank Hatchery,10/10/2003,WENATR - Wenatchee River,4/20/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1C19BD0,EBNK - East Bank Hatchery,4/20/2004,WENATR - Wenatchee River,4/20/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1C1AEC2,EBNK - East Bank Hatchery,4/20/2004,WENATR - Wenatchee River,4/20/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1C1B4B1,EBNK - East Bank Hatchery,10/10/2003,WENATR - Wenatchee River,4/20/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1C1D211,EBNK - East Bank Hatchery,4/21/2004,WENATR - Wenatchee River,4/21/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1C1DA1E,EBNK - East Bank Hatchery,4/20/2004,WENATR - Wenatchee River,4/20/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1C1E1F0,EBNK - East Bank Hatchery,10/10/2003,WENATR - Wenatchee River,4/20/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1C1E508,EBNK - East Bank Hatchery,4/20/2004,WENATR - Wenatchee River,4/20/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1C1FD15,EBNK - East Bank Hatchery,4/20/2004,WENATR - Wenatchee River,4/20/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1C1FDC2,EBNK - East Bank Hatchery,4/20/2004,WENATR - Wenatchee River,4/20/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1C20E38,EBNK - East Bank Hatchery,4/20/2004,WENATR - Wenatchee River,4/20/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1C21F2F,EBNK - East Bank Hatchery,4/20/2004,WENATR - Wenatchee River,4/20/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1C225CF,EBNK - East Bank Hatchery,4/20/2004,WENATR - Wenatchee River,4/20/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1C23A79,EBNK - East Bank Hatchery,4/20/2004,WENATR - Wenatchee River,4/20/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1C24044,EBNK - East Bank Hatchery,4/20/2004,WENATR - Wenatchee River,4/20/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1C242B2,EBNK - East Bank Hatchery,4/21/2004,WENATR - Wenatchee River,4/21/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1C246CD,EBNK - East Bank Hatchery,10/10/2003,WENATR - Wenatchee River,4/20/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1C24851,EBNK - East Bank Hatchery,4/20/2004,WENATR - Wenatchee River,4/20/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1C24DC9,EBNK - East Bank Hatchery,4/21/2004,WENATR - Wenatchee River,4/21/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1C25FD5,EBNK - East Bank Hatchery,4/19/2004,NASONC - Nason Creek (tributary to Wenatchee River),4/19/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1C273B6,EBNK - East Bank Hatchery,4/20/2004,WENATR - Wenatchee River,4/20/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1C2751D,EBNK - East Bank Hatchery,4/20/2004,WENATR - Wenatchee River,4/20/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1C27908,CHEL - Chelan PUD Hatchery,10/12/2003,NASONC - Nason Creek (tributary to Wenatchee River),4/19/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1C2A04B,EBNK - East Bank Hatchery,4/20/2004,WENATR - Wenatchee River,4/20/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1C2A63D,CHEL - Chelan PUD Hatchery,10/12/2003,NASONC - Nason Creek (tributary to Wenatchee River),4/19/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1C2AFE7,CHEL - Chelan PUD Hatchery,10/12/2003,NASONC - Nason Creek (tributary to Wenatchee River),4/19/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1C2B040,EBNK - East Bank Hatchery,4/19/2004,NASONC - Nason Creek (tributary to Wenatchee River),4/19/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1C2B622,EBNK - East Bank Hatchery,4/19/2004,NASONC - Nason Creek (tributary to Wenatchee River),4/19/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1C2C327,CHEL - Chelan PUD Hatchery,10/12/2003,NASONC - Nason Creek (tributary to Wenatchee River),4/19/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1C2EC50,EBNK - East Bank Hatchery,10/9/2003,WENATR - Wenatchee River,4/20/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1CD76EE,EBNK - East Bank Hatchery,4/19/2004,NASONC - Nason Creek (tributary to Wenatchee River),4/19/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1CD7F1F,EBNK - East Bank Hatchery,4/19/2004,NASONC - Nason Creek (tributary to Wenatchee River),4/19/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1CD8AC8,EBNK - East Bank Hatchery,4/19/2004,NASONC - Nason Creek (tributary to Wenatchee River),4/19/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1CD9335,EBNK - East Bank Hatchery,4/19/2004,NASONC - Nason Creek (tributary to Wenatchee River),4/19/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1CD9C7F,EBNK - East Bank Hatchery,4/19/2004,NASONC - Nason Creek (tributary to Wenatchee River),4/19/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1CD9FC5,CHEL - Chelan PUD Hatchery,10/12/2003,NASONC - Nason Creek (tributary to Wenatchee River),4/19/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1CDAB8F,EBNK - East Bank Hatchery,4/19/2004,NASONC - Nason Creek (tributary to Wenatchee River),4/19/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1CDADC1,CHEL - Chelan PUD Hatchery,10/13/2003,NASONC - Nason Creek (tributary to Wenatchee River),4/19/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1CDAED2,EBNK - East Bank Hatchery,4/19/2004,NASONC - Nason Creek (tributary to Wenatchee River),4/19/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1D62CFF,EBNK - East Bank Hatchery,10/10/2003,WENATR - Wenatchee River,4/20/2004,3,Steelhead,H,Hatchery Reared,1
3D9.1BF1F8679B,ENTIAR - Entiat River,4/18/2005,ENTIAR - Entiat River,4/20/2005,3,Steelhead,W,Wild Fish or Natural Production,1
